symbol,id,type,exchange,en_organ_name,en_organ_short_name,organ_short_name,organ_name
FIC,8425777,STOCK,UPCOM,FICO Corporation - JSC,FICO Corporation,VLXD số 1,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty Cổ phần
FHS,8426152,STOCK,UPCOM,Hochiminh City Book Distribution Corporation,FAHASA CORP,Phát hành sách TP HCM - FAHASA,Công ty Cổ phần Phát hành sách Thành phố Hồ Chí Minh - FAHASA
FHN,8425497,STOCK,UPCOM,Hanoi Food Import - Export Joint Stock Company,VIHAFOODCO,XNK lương thực Hà Nội,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội
FGL,8425618,STOCK,UPCOM,Gia Lai Coffee Joint Stock Company,Gia Lai Coffee,Cà Phê Gia Lai,Công ty Cổ phần Cà phê Gia Lai
FDG,9679637,STOCK,DELISTED,Docimexco Joint Stock Company,Docimexco,Thủy sản Docimexco,Công ty Cổ phần Docimexco
FDC,8424902,STOCK,HSX,Foreign Trade Development And Investment Corporation of Ho Chi Minh City,FIDECO,FIDECO,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh
FCS,8425213,STOCK,UPCOM,Ho Chi Minh City Food Joint Stock Company,Ho Chi Minh City Food,Lương thực TP Hồ Chí Minh,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh
FCN,8424939,STOCK,HSX,FECON Corporation,FECON CORP,FECON CORP,Công ty Cổ phần FECON
FCM,8424946,STOCK,HSX,FECON Mining Joint Stock Company,FECON Mining,Khoáng sản FECON,Công ty Cổ phần Khoáng sản FECON
FCC,8425106,STOCK,UPCOM,Foodstuff Combinatorial Joint Stock Company,Foodstuff Combinatorial,Liên hợp Thực phẩm,Công ty Cổ phần Liên hợp Thực phẩm
FBC,8425543,STOCK,UPCOM,Pho Yen Mechanical Joint Stock Company,Pho Yen Mechanical,Cơ khí Phổ Yên,Công ty Cổ phần Cơ khí Phổ Yên
FBA,8425157,STOCK,UPCOM,FBA International Group,FBA International Group,Tập đoàn Quốc tế FBA,Công ty Cổ phần Tập đoàn Quốc tế FBA
EVS,8425889,STOCK,HNX,Everest Securities Joint Stock Company,Everest Securities,Chứng khoán Everest,Công ty Cổ phần Chứng khoán Everest
EVG,8424658,STOCK,HSX,Everland Group Joint Stock Company,Everland Group,Tập đoàn Everland,Công ty Cổ phần Tập đoàn Everland
EVF,8424811,STOCK,HSX,EVN Finance Joint Stock Company,EVN Finance,Tài chính Điện lực,Công ty Tài chính Cổ phần Điện Lực
EVE,8425014,STOCK,HSX,Everpia Joint Stock Company,Everpia,Everpia,Công ty Cổ phần Everpia
EPH,8425768,STOCK,UPCOM,Ha Noi Education Publishing Services Joint Stock Company,Ha Noi Education Publishing Services,Xuất bản giáo dục Hà Nội,Công ty Cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội
EPC,8425758,STOCK,UPCOM,Ea Pok Coffee Joint Stock Company,Ea Pok Coffee,Cà Phê Ea Pốk,Công ty Cổ phần Cà Phê Ea Pốk
EMS,8426065,STOCK,UPCOM,VN Post Express Joint Stock Corporation,VN Post Express,Chuyển phát nhanh Bưu điện,Tổng Công ty Chuyển phát nhanh Bưu điện - Công ty Cổ phần
EMG,8424862,STOCK,UPCOM,Electrical Mechanical Equipment and Spare Parts Joint Stock Company,EMESCO,Thiết bị phụ tùng cơ điện,Công ty Cổ phần Thiết bị Phụ tùng Cơ điện
EME,8425133,STOCK,UPCOM,Electro Mechanical Corporation,Electro Mechanical,Điện Cơ,Công ty Cổ phần Điện Cơ
EMC,8424520,STOCK,DELISTED,Thu Duc Electro Mechanical Joint Stock Company,Thu Duc Electro Mechanical,Cơ điện Thủ Đức,Công ty Cổ phần Cơ điện Thủ Đức
ELC,8424747,STOCK,HSX,ELCOM Technology Communications Corporation,ELCOM,ELCOM,Công ty Cổ phần Công nghệ - Viễn thông ELCOM
EIN,8426092,STOCK,UPCOM,Power Investment - Trade - Service Joint Stock Company,Power Investment-Trade-Service,Đầu tư - TM - DV Điện lực,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực
EID,8425884,STOCK,HNX,Hanoi Education Development and Investment Joint Stock Company,Hanoi Education Development,Phát triển GD Hà Nội,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Hà Nội
EIC,8425713,STOCK,UPCOM,EVN International Joint Stock Company,EVN International,EVN Quốc Tế,Công ty Cổ phần EVN Quốc Tế
EIB,8424637,STOCK,HSX,Vietnam Export Import Commercial Joint Stock Bank,Eximbank,Eximbank,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam
EFI,8425617,STOCK,UPCOM,Education Financial Investment Joint Stock Company,Educational Financial and Investment,Tài chính giáo dục,Công ty Cổ phần Đầu tư Tài chính Giáo dục
ECO,14239904,STOCK,UPCOM,Viet Nam Eco Plastic Technology Joint Stock Company,Ecoplastic VN,Ecoplastic VN,Công ty Cổ Phần Nhựa Sinh Thái Việt Nam
ECI,8425171,STOCK,HNX,ECI Group Joint Stock Company,Education Cartography And Illustration,Bản đồ và tranh ảnh GD,Công ty Cổ phần Tập đoàn ECI
EBS,8425927,STOCK,HNX,Educational Book Joint Stock Company In Hanoi city,Hanoi Edu Book,Sách Giáo dục Hà Nội,Công ty Cổ phần Sách Giáo dục tại Thành phố Hà Nội
EAD,8425886,STOCK,DELISTED,Daklak Power Hydroelectric Joint-Stock Company,Daklak Power Hydroelectric,Điện lực Đắk Lắk,Công ty Cổ phần Thủy điện Điện lực Đắk Lắk
E29,8426018,STOCK,UPCOM,29 Investment Construction And Engineering Joint Stcock Company,29 Construction And Engineering,Đầu tư XD và Kỹ thuật 29,Công ty cổ phần Đầu tư Xây dựng và Kỹ thuật 29
E12,8425975,STOCK,UPCOM,VNECO 12 Electricity Construction Joint-stock Company,VNECO12,XD Điện VNECO 12,Công ty Cổ phần Xây Dựng Điện VNECO 12
DZM,8425380,STOCK,UPCOM,Dzi An Mechanoelectric Joint Stock Company,Dzima,Cơ điện Dzĩ An,Công ty Cổ phần Cơ điện Dzĩ An
DXV,8424667,STOCK,HSX,Danang Building Material VICEM Joint Stock Company,Danang Building Material VICEM,Vật liệu Xây dựng Đà Nẵng,Công ty Cổ phần VICEM Vật liệu Xây dựng Đà Nẵng
DXS,8424968,STOCK,HSX,Dat Xanh Real Estate Services Joint Stock Company,Dat Xanh Real Estate Services,Dịch vụ BĐS Đất Xanh,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh
DXP,8425405,STOCK,HNX,Doan Xa Port Joint Stock Company,Doan Xa Port,Cảng Đoạn Xá,Công ty Cổ phần Cảng Đoạn Xá
DXL,8425247,STOCK,UPCOM,Lang Son Tourism and Import - Export Joint Stock Company,Lang Son Tourism and Import - Export,Du lịch và Xuất nhập khẩu Lạng Sơn,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn
DXG,8424937,STOCK,HSX,Dat Xanh Group Joint Stock Company,Dat xanh real estate,Địa ốc Đất Xanh,Công ty Cổ phần Tập đoàn Đất Xanh
DX2,8425038,STOCK,DELISTED,,,,
DWS,8425226,STOCK,UPCOM,Dong Thap Water Supply & Urban Environment Joint - Stock Company,DOWASEN,Cấp nước Đồng Tháp,Công ty Cổ phần Cấp nước và Môi trường Đô thị Đồng Tháp
DWC,8425248,STOCK,UPCOM,Daklak Water Supply Joint Stock Company,Daklak Water Supply,Cấp nước Đắk Lắk,Công ty Cổ phần Cấp nước Đắk Lắk
DVW,8425166,STOCK,UPCOM,Dong Nai Water Supply Construction and Services Joint Stock Company,Dong Nai Water Supply Construction,DV và XD cấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai
DVP,8424964,STOCK,HSX,Dinh Vu Port Investment & Development Joint Stock Company,Dinh Vu Port Investment,ĐT và PT Cảng Đình Vũ,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ
DVN,8425433,STOCK,UPCOM,Vietnam Pharmaceutical Corporation (VINAPHARM),Vietnam Pharmaceutical (VINAPHARM),Tổng Công ty Dược Việt Nam,Tổng Công ty Dược Việt Nam - CTCP
DVM,11265228,STOCK,HNX,Vietnam Medicinal Materials Joint Stock Company,Vietnam Medicinal Materials,Dược liệu Việt Nam,Công ty Cổ phần Dược liệu Việt Nam
DVG,8425277,STOCK,UPCOM,Dai Viet DVG Group Joint Stock Company,Dai Viet Paint Group,Tập đoàn Sơn Đại Việt,Công ty Cổ phần Đại Việt Group DVG
DVC,8425303,STOCK,UPCOM,Hai Phong Port Trading and Service Joint Stock Company,Hai Phong Port Trading & Service,TM dịch vụ Cảng Hải Phòng,Công ty Cổ phần Thương mại dịch vụ Tổng Hợp Cảng Hải Phòng
DUS,8425488,STOCK,UPCOM,Da Lat Urban Server Joint Stock Company,Da Lat Urban Server,Dịch vụ Đô thị Đà Lạt,Công ty Cổ phần Dịch vụ Đô thị Đà Lạt
DTV,8425849,STOCK,DELISTED,Tra Vinh Electric Development Joint Stock Corporation,TraVinh Rural Electric Development,PT điện Nông thôn Trà Vinh,Công ty Cổ phần Phát triển điện Trà Vinh
DTT,8424821,STOCK,HSX,Do Thanh Technology Corporation,Do Thanh Technology Corp.,Kỹ nghệ Đô Thành,Công ty Cổ phần Kỹ nghệ Đô Thành
DTP,8425412,STOCK,UPCOM,Ha Noi CPC1 Pharmaceutical Joint Stock Company,Ha Noi CPC1 Pharmaceutical,Dược phẩm CPC1 Hà Nội,Công ty Cổ phần Dược phẩm CPC1 Hà Nội
DTL,8424831,STOCK,HSX,Dai Thien Loc Corporation,Dai Thien Loc,Đại Thiên Lộc,Công ty Cổ phần Đại Thiên Lộc
DTK,8425610,STOCK,HNX,Vinacomin - Power Holding Corporation,Vinacomin Power,Vinacomin Power,Tổng Công ty Điện lực TKV - Công ty Cổ phần
DTI,8426063,STOCK,UPCOM,Duc Trung Investment Join Stock Company,Duc Trung Investment,Đầu tư Đức Trung,Công ty Cổ phần Đầu tư Đức Trung
DTH,11056637,STOCK,UPCOM,Thanh Hoa Medical Materials Pharmaceutial Joint Stock Company,Thanh Hoa Medical Materials,Vật tư Y tế Thanh Hóa,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa
DTG,8426120,STOCK,HNX,Tipharco Pharmaceutical Joint Stock Company,TIPHARCO,Dược phẩm Tipharco,Công ty Cổ phần Dược phẩm Tipharco
DTE,8425835,STOCK,UPCOM,Dai Truong Thanh Holdings Energy Investment Joint Stock Company,Dai Truong Thanh Holdings,Đại Trường Thành Holdings,Công ty Cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings
DTD,8426016,STOCK,HNX,Thanh Dat Investment Development Joint Stock Company,Thanh Dat Investment Development,Đầu tư Phát triển Thành Đạt,Công ty Cổ phần Đầu tư Phát triển Thành Đạt
DTC,8425418,STOCK,HNX,Dong Trieu Viglacera Joint Stock Company,Dong Trieu Viglacera,Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều
DTB,9679636,STOCK,UPCOM,Bao Loc Urban Project Joint Stock Company,Bao Loc Urban Project,Công trình Đô thị Bảo Lộc,Công ty Cổ phần Công trình Đô thị Bảo Lộc
DTA,8424474,STOCK,HSX,De Tam Joint Stock Company,De Tam Land,BĐS Đệ Tam,Công ty Cổ phần Đệ Tam
DT4,8425593,STOCK,DELISTED,No 4 Inland Waterway Management Joint Stock Company,Inwama No.4,Bảo trì đường thủy nội địa số 4,Công ty Cổ phần Quản lý Đường sông số 4
DSV,8425532,STOCK,DELISTED,Vinh Phu Railway Joint Stock Company,Vinh Phu Railway,Đường sắt Vĩnh Phú,Công ty Cổ phần Đường sắt Vĩnh Phú
DST,8425275,STOCK,HNX,Sao Thang Long Investment Joint Stock Company,Sao Thang Long Investment,Đầu tư Sao Thăng Long,Công ty Cổ phần Đầu tư Sao Thăng Long
DSP,8425254,STOCK,UPCOM,Phu Tho Tourist Service Joint Stock Company,Phu Tho Tourist Service,Dịch vụ Du lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ
DSN,8424752,STOCK,HSX,Dam Sen Water Park Corporation,Dam Sen Water Park,Công viên nước Đầm Sen,Công ty Cổ phần Công viên nước Đầm Sen
DSG,8426117,STOCK,UPCOM,Dap Cau Sheet Glass Joint Stock Company,Dap Cau Sheet Glass,Kính Đáp Cầu,Công ty Cổ phần Kính Đáp Cầu
DSE,13853254,STOCK,HSX,DNSE Securities Joint Stock Company,DNSE Securities,Chứng Khoán DNSE,Công ty Cổ phần Chứng khoán DNSE
DSD,11111205,STOCK,UPCOM,DHC Suoi Doi Corporation,DHC Suoi Doi,DHC Suối Đôi,Công ty cổ phần DHC Suối Đôi
DSC,8426179,STOCK,HSX,DSC Securities Corporation,DSC Securities JSC,Chứng khoán DSC,Công ty Cổ phần Chứng khoán DSC
DS3,8425993,STOCK,HNX,DS3 Joint Stock Company,Inland Waterway Management No3,Quản lý Đường sông số 3,Công ty Cổ phần DS3
DRL,8424931,STOCK,HSX,Hydro Power Joint Stock Company - Power No.3,Hydro Power - Power No.3,Thủy điện - Điện lực 3,Công ty Cổ phần Thủy điện - Điện lực 3
DRI,8425416,STOCK,UPCOM,DakLak Rubber Investment Joint Stock Company,DakLak Rubber Investment,Đầu tư Cao su Đắk Lắk,Công ty Cổ phần Đầu tư Cao su Đắk Lắk
DRH,8424728,STOCK,HSX,DRH Holdings JSC,DRH Holdings,DRH Holdings,Công ty Cổ phần DRH Holdings
DRG,8425943,STOCK,UPCOM,Dak Lak Rubber Joint Stock Company,Dak Lak Rubber,Cao su Đắk Lắk,Công ty Cổ phần Cao su Đắk Lắk
DRC,8424830,STOCK,HSX,DaNang Rubber Joint Stock Company,Da Nang Rubber,Cao su Đà Nẵng,Công ty Cổ phần Cao su Đà Nẵng
DQC,8424958,STOCK,HSX,Dien Quang Group Joint Stock Company,Dien Quang Group,Tập đoàn Điện Quang,Công ty Cổ phần Tập đoàn Điện Quang
DPS,8425637,STOCK,UPCOM,Soc Son Development Investment Joint Stock Company,Soc Son Development Investment,Đầu tư Phát triển Sóc Sơn,Công ty Cổ phần Đầu tư Phát triển Sóc Sơn
DPR,8425024,STOCK,HSX,Dong Phu Rubber Joint Stock Company,Dong Phu Rubber,Cao su Đồng Phú,Công ty Cổ phần Cao su Đồng Phú
DPP,8425804,STOCK,UPCOM,Dong Nai Pharmaceutical Joint Stock Company,Dong Nai Pharmaceutical,Dược Đồng Nai,Công ty Cổ phần Dược Đồng Nai
DPM,8424656,STOCK,HSX,Petrovietnam Fertilizer and Chemicals Corporation,Petrovietnam Fertilizer and Chemicals,Tổng Công ty Phân bón và Hóa chất Dầu khí,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần
DPH,8425410,STOCK,UPCOM,Hai Phong Pharmaceutical Joint Stock Company,Hai Phong Pharmaceutical,Dược phẩm Hải Phòng,Công ty Cổ phần Dược phẩm Hải Phòng
DPG,8424492,STOCK,HSX,Dat Phuong Group Joint Stock Company,Dat Phuong Group,Tập đoàn Đạt Phương,Công ty Cổ phần Tập đoàn Đạt Phương
DPD,8425140,STOCK,DELISTED,Dong Phu - Dak Nong Rubber Joint Stock Company,Dong Phu - Dak Nong Rubber,Cao su Đồng Phú Đắk Nông,Công ty cổ phần Cao su Đồng Phú - Đắk Nông
DPC,8425867,STOCK,UPCOM,Da Nang Plastic Joint Stock Company,DANAPLAST,Nhựa Đà Nẵng,Công ty Cổ phần Nhựa Đà Nẵng
DP3,8425893,STOCK,HNX,Central Phamarceutical Joint Stock Company No 3,FORIPHARM,Dược Phẩm TW3,Công ty Cổ Phần Dược Phẩm Trung Ương 3
DP2,8425195,STOCK,UPCOM,Central Phamarceutical Joint Stock Company No 2,Central Phamarceutical No 2,Dược phẩm TW 2,Công ty Cổ phần Dược phẩm Trung ương 2
DP1,8426087,STOCK,UPCOM,Central Pharmaceutical CPC1. Joint Stock Company,Central Pharmaceutical CPC1,Dược phẩm Trung ương CPC1,Công ty Cổ phần Dược phẩm Trung ương CPC1
DOP,8425113,STOCK,UPCOM,DongThap Petroleum Transportation Joint Stock Company,DongThap Petroleum Transportation,Vận tải XD Đồng Tháp,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp
DOC,8425321,STOCK,UPCOM,Dong Nai Joint Stock Company of Agricultural Material,Dong Nai Agricultural Material,Vật tư nông nghiệp Đồng Nai,Công ty Cổ phần Vật tư nông nghiệp Đồng Nai
DNW,8425453,STOCK,UPCOM,Dong Nai Water Joint Stock Company,Dong Nai Water,Cấp nước Đồng Nai,Công ty Cổ phần Cấp nước Đồng Nai
DNT,8425982,STOCK,UPCOM,Dong Nai Tourist Joint Stock Company,Dong Nai Tourist,Du lịch Đồng Nai,Công ty Cổ phần Du lịch Đồng Nai
DNP,8425803,STOCK,HNX,DNP Holding Joint Stock Company,DongNai Plastics,Nhựa Đồng Nai,Công ty Cổ phần DNP Holding
DNN,8425949,STOCK,UPCOM,Da Nang Water Supply Joint Stock Company,Da Nang Water Supply,Cấp nước Đà Nẵng,Công ty Cổ phần Cấp nước Đà Nẵng
DNM,8426090,STOCK,UPCOM,Danameco Medical Joint Stock Corporation,Danameco Medical,Y tế Danameco,Tổng Công ty Cổ phần Y tế Danameco
DNL,8426069,STOCK,UPCOM,Da Nang Port Logistics Joint Stock Company,Da Nang Port Logistics,Logistics Cảng Đà Nẵng,Công ty Cổ phần Logistics Cảng Đà Nẵng
DNH,8425659,STOCK,UPCOM,Da Nhim - Ham Thuan - Da Mi Hydro Power Joint Stock Company,EVNHPC DHD,Thủy điện Đa Nhim-Hàm Thuận-Đa Mi,Công ty Cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi
DNE,8425858,STOCK,UPCOM,Danang Urban Environment Joint Stock Company,Danang URENCO,Môi trường Đô thị Đà Nẵng,Công ty Cổ phần Môi trường Đô thị Đà Nẵng
DND,8426024,STOCK,UPCOM,Dong Nai Material and Building Investment Joint Stock Company,Dong Nai Material and Building,XD và Vật liệu Đồng Nai,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai
DNC,8425612,STOCK,HNX,Haiphong Electricity Water Machine Assembly Joint Stock Company,Haiphong electricity water machines,Điện nước Hải Phòng,Công ty Cổ phần Điện nước Lắp máy Hải Phòng
DNB,8425040,STOCK,DELISTED,,,,
DNA,8425341,STOCK,UPCOM,An Giang Power and Water Supply Joint Stock Company,An Giang Power and Water Supply,Điện nước An Giang,Công ty Cổ phần Điện nước An Giang
DMS,12375044,STOCK,UPCOM,DMC - Southern Petroleum Chemicals Join Stock Company,DMC - South,Dầu khí DMC-miền Nam,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Nam
DMN,8425302,STOCK,UPCOM,Domenal Joint Stock Company,Domenal,Domenal,Công ty Cổ phần Domenal
DMC,8424603,STOCK,HSX,Domesco Medical Import - Export Joint Stock Corporation,DOMESCO Medical,Dược phẩm DOMESCO,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO
DM7,8426216,STOCK,UPCOM,Det May 7 Joint Stock Company,Det May 7,Dệt may 7,Công ty Cổ phần Dệt may 7
DLT,8425658,STOCK,UPCOM,Vinacomin - Tourism & Trading Joint Stock Company,Vinacomin - Tourism & Trading,Du lịch và TM - Vinacomin,Công ty Cổ phần Du lịch và Thương mại - Vinacomin
DLR,9679635,STOCK,UPCOM,Dalat Real Estate Joint Stock Company,Dalat Real Estate,Địa ốc Đà Lạt,Công ty Cổ phần Địa ốc Đà Lạt
DLM,11816518,STOCK,DELISTED,Da Nang Public Lighting Joint Stock Company,Da Nang Public Lighting Joint Stock Company,Chiếu sáng công cộng Đà Nẵng,Công ty Cổ phần Chiếu sáng công cộng Đà Nẵng
DLG,8424651,STOCK,HSX,Duc Long Gia Lai Group Joint Stock Company,Duc Long Gia Lai Group,Đức Long Gia Lai,Công ty Cổ phần Tập đoàn Đức Long Gia Lai
DLD,8425531,STOCK,UPCOM,DakLak Tourist Joint Stock Company,DakLak Tourist,Du lịch Đắk Lắk,Công ty Cổ phần Du lịch Đắk Lắk
DL1,8426005,STOCK,HNX,Alpha Seven Group Joint Stock Company,Alpha 7 Group,Tập đoàn Alpha 7,Công ty Cổ phần Tập đoàn Alpha Seven
DKW,14552621,STOCK,UPCOM,Chau Thanh Water Supplying Joint Stock Company,Chau Thanh Water Supplying,Cấp nước sinh hoạt Châu Thành,Công ty Cổ phần Cấp nước sinh hoạt Châu Thành
DKH,8424884,STOCK,DELISTED,,,,
DKC,8425831,STOCK,UPCOM,Lang Son Market Joint Stock Company,Lang Son Market,Chợ Lạng Sơn,Công ty Cổ phần Chợ Lạng Sơn
DIH,8425958,STOCK,HNX,Development Investment Construction Hoi An Joint Stock Company,DIC Hoi An,PT Xây dựng Hội An,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An
DIG,8424759,STOCK,HSX,Development Investment Construction Joint Stock Corporation,DIC Corp,DIC Corp,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng
DID,8425801,STOCK,UPCOM,DIC - Dong Tien Joint Stock Company,DIC - Dong Tien,DIC - Đồng Tiến,Công ty Cổ phần DIC - Đồng Tiến
DIC,8425188,STOCK,UPCOM,DIC Investment and Trading Joint Stock Company,DIC Investment and Trading,ĐT và TM DIC,Công ty Cổ phần Đầu tư và Thương mại DIC
DHT,8426181,STOCK,HNX,Hatay Pharmaceutical Joint Stock Company,Ha Tay Pharmaceutical,Dược phẩm Hà Tây,Công ty Cổ phần Dược phẩm Hà Tây
DHP,8425538,STOCK,HNX,Hai Phong Electrical Mechanical Joint Stock Company,Hai Phong Electrical Mechanical,Điện cơ Hải Phòng,Công ty Cổ phần Điện cơ Hải Phòng
DHN,8425499,STOCK,UPCOM,Ha Noi Pharmar Joint Stock Company,Ha Noi Pharmar,Dược Hà Nội,Công ty Cổ phần Dược phẩm Hà Nội
DHM,8424870,STOCK,HSX,Duong Hieu Trading and Mining Joint Stock Company,Duong Hieu Mining,Khoáng sản Dương Hiếu,Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu
DHG,8424829,STOCK,HSX,DHG Pharmaceutical Joint Stock Company,DHG Pharma,Dược Hậu Giang,Công ty Cổ phần Dược Hậu Giang
DHD,8425062,STOCK,UPCOM,Hai Duong Pharmaceutical Medical Materials Joint Stock Company,HD Pharma,Dược Vật Tư Y Tế Hải Dương,Công ty Cổ phần Dược Vật Tư Y Tế Hải Dương
DHC,8424538,STOCK,HSX,Dong Hai Joint Stock Company of Ben Tre,Donghai Joint Stock Company of Bentre,Đông Hải Bến Tre,Công ty Cổ phần Đông Hải Bến Tre
DHB,8425632,STOCK,UPCOM,HaBac Nitrogenous Ferlitizer & Chemicals Joint Stock Company,HaBac Nitrogenous Ferlitizer,Đạm Hà Bắc,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc
DHA,8424924,STOCK,HSX,Hoa An Joint Stock Company,Hoa An Stones and Materials,Hóa An,Công ty Cổ phần Hóa An
DGW,8425026,STOCK,HSX,Digiworld Corporation,Digiworld Corporation,Thế Giới Số,Công ty Cổ phần Thế Giới Số
DGT,8426013,STOCK,UPCOM,DONA Transportation Construction Joint Stock Company,DONA Transportation Construction,Công trình GT Đồng Nai,Công ty Cổ phần Công trình Giao thông Đồng Nai
DGC,8424632,STOCK,HSX,Ducgiang Chemicals Group Joint Stock Company,Ducgiang Chemicals,Hóa chất Đức Giang,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang
DFF,8425481,STOCK,UPCOM,Dua Fat Group Joint Stock Company,Dua Fat Group,Tập đoàn Đua Fat,Công ty Cổ phần Tập đoàn Đua Fat
DFC,8425130,STOCK,UPCOM,Dong Anh C&F Joint Stock Company,Dong Anh Chain and Freewheel,Xích líp Đông Anh,Công ty Cổ phần Xích líp Đông Anh
DDV,8425061,STOCK,UPCOM,DAP - Vinachem Joint Stock Company,DAP - Vinachem,DAP - Vinachem,Công ty Cổ phần DAP - Vinachem
DDN,8424893,STOCK,UPCOM,Danang Pharmaceutical Medical Equipment Joint Stock Company,DAPHARCO,Dược - TB Y tế Đà Nẵng,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng
DDM,9679634,STOCK,UPCOM,Dong Do Marine Joint Stock Company,Dong Do Marine,Hàng hải Đông Đô,Công ty Cổ phần Hàng hải Đông Đô
DDH,8425567,STOCK,UPCOM,Hai Phong Waterway Traffic Assurance Joint Stock Company,Hai Phong Waterway Traffic Assurance,Đảm bảo GTĐT Hải Phòng,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng
DDG,8425924,STOCK,HNX,Indochine Import Export Investment Industrial Joint Stock Company,Indochine Import Export Investment Industrial,Đầu tư CN XNK Đông Dương,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương
DCT,8425104,STOCK,UPCOM,Dong Nai Roofsheet & Construction Material Joint Stock Company,Dong Nai Roofsheet & Material,Tấm lợp VLXD Đồng Nai,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai
DCS,8425105,STOCK,UPCOM,Dai Chau Group Joint Stock Company,Dai Chau Group JSC,Đại Châu,Công ty Cổ phần Tập đoàn Đại Châu
DCR,8425960,STOCK,UPCOM,COSEVCO Ceramic Tiles Joint Stock Company,COSEVCO Ceramic Tiles,Gạch men COSEVCO,Công ty Cổ phần Gạch men COSEVCO
DCM,8424848,STOCK,HSX,PetroVietnam Ca Mau Fertilizer Joint Stock Company,PetroVietnam Camau Fertilizer,Đạm Cà Mau,Công ty Cổ phần Phân bón Dầu Khí Cà Mau
DCL,8424762,STOCK,HSX,Cuu Long Pharmaceutical Joint Stock Corporation,Cuu Long Pharmaceutical,Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long
DCH,8425037,STOCK,UPCOM,Ha Noi Cadastral Survey Joint Stock Company,Ha Noi Cadastral Survey,Địa chính Hà Nội,Công ty Cổ phần Địa chính Hà Nội
DCG,8425228,STOCK,UPCOM,DapCau Garment Corporation Joint Stock Company,DAGARCO,May Đáp Cầu,Công ty Cổ phần Tổng Công ty May Đáp Cầu
DCF,8425512,STOCK,UPCOM,Design and Construction Joint Stock Company No.1,Design and Construction No.1,XD và Thiết kế số 1,Công ty Cổ phần Xây dựng và Thiết kế số 1
DC4,8424706,STOCK,HSX,DIC Holdings Construction Joint Stock Company,DIC Holdings Construction,Xây dựng DIC Holdings,Công ty Cổ phần Xây dựng DIC Holdings
DC2,8425334,STOCK,HNX,Development Investment Construction Number 2 Joint Stock Company,DIC No 2,DIC Số 2,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2
DC1,8425841,STOCK,UPCOM,Development Investment Construction Number 1 Joint Stock Company,DIC 1,Phát triển Xây dựng số 1 (DIC1),Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1
DBW,8425067,STOCK,DELISTED,Dien Bien Water Supply Joint Stock Company,Dien Bien Water Supply,Cấp nước Điện Biên,Công ty Cổ phần Cấp nước Điện Biên
DBT,8424761,STOCK,HSX,Bentre Pharmaceutical Joint-Stock Company,Ben Tre Pharmaceutical,Dược phẩm Bến Tre,Công ty Cổ phần Dược phẩm Bến Tre
DBM,8425556,STOCK,UPCOM,Dak Lak Pharmaceutical Medical Equipment Joint Stock Company,BAMEPHARM,BAMEPHARM,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk
DBH,8425211,STOCK,DELISTED,Hai Phong Overland Road Joint Stock Compay,Hai Phong Overland Road,Đường bộ Hải Phòng,Công ty Cổ phần Đường bộ Hải Phòng
