symbol,id,type,exchange,en_organ_name,en_organ_short_name,organ_short_name,organ_name
DBD,8424571,STOCK,HSX,Binh Dinh Pharmaceutical and Medical Equipment Joint Stock Company,Binh Dinh Pharmaceutical,Dược - TB Y tế Bình Định,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định (BIDIPHAR)
DBC,8424659,STOCK,HSX,DABACO Group,DABACO,Tập đoàn DABACO,Công ty Cổ phần Tập đoàn Dabaco Việt Nam
DAT,8424743,STOCK,HSX,Travel Investment and Seafood Development Corporation,Travel and Seafoods Development,ĐT Du lịch và PT Thủy sản,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản
DAS,8425391,STOCK,UPCOM,Danang Petroleum Machinery - Technology Joint Stock Company,DAESCO,Thiết bị Dầu khí Đà Nẵng,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng
DAR,8425214,STOCK,DELISTED,Di An Train Joint Stock Company,Di An Train,Xe lửa Dĩ An,Công ty Cổ phần Xe lửa Dĩ An
DAN,8425286,STOCK,UPCOM,Danapha Pharmaceutical joint stock company,Danapha Pharmaceutical,Dược Danapha,Công ty Cổ phần Dược Danapha
DAH,8424851,STOCK,HSX,Dong A Hotel Group Joint Stock Company,Dong A Hotel Group,Tập đoàn Khách sạn Đông Á,Công ty Cổ phần Tập đoàn Khách sạn Đông Á
DAG,8424843,STOCK,UPCOM,Dong A Plastic Group Joint Stock Company,Dong A Plastic Group,TĐ Nhựa Đông Á,Công ty Cổ phần Tập đoàn Nhựa Đông Á
DAE,8425507,STOCK,HNX,Educational Book Joint Stock Company in Da Nang City,Da Nang Educational Books,Sách Giáo dục Đà Nẵng,Công ty Cổ phần Sách Giáo dục tại Thành phố Đà Nẵng
DAD,8425270,STOCK,HNX,Danang Education Development And Investment Joint Stock Company,DaNang Education,Phát triển GD Đà Nẵng,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng
DAC,8425050,STOCK,UPCOM,382 Dong Anh Joint -Stock Company,382 Dong Anh JSC,CTCP 382 Đông Anh,Công ty Cổ phần 382 Đông Anh
D2D,8424593,STOCK,HSX,Industrial Urban Development Joint - Stock Company No.2,Industrial Urban Development No.2,Phát triển Đô thị số 2,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2
D17,13198688,STOCK,UPCOM,Dong Tan Joint Stock Company,Dong Tan Mining,Khai thác mỏ Đồng Tân,Công ty Cổ Phần Đồng Tân
D11,8425957,STOCK,HNX,Real Estate 11 Joint Stock Company,Real Estate 11,Địa ốc 11,Công ty Cổ phần Địa ốc 11
CYC,9679633,STOCK,UPCOM,Chang Yih Ceramic Joint Stock Company,Chang Yih Ceramic,Gạch men Chang YIH,Công ty Cổ phần Gạch men Chang Yih
CX8,8425917,STOCK,HNX,Constrexim No. 8 Investment and Construction Joint Stock Company,Constrexim No. 8,Constrexim số 8,Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8
CVT,8425002,STOCK,HSX,CMC Joint Stock Company,CMC JSC,CMC JSC,Công ty Cổ phần CMC
CVP,11080481,STOCK,DELISTED,Cua Viet Port Joint Stock Company,Cua Viet Port,Cảng Cửa Việt,Công ty cổ phần Cảng Cửa Việt
CVN,8426041,STOCK,HNX,Vinam Joint Stock Company,Vinam Group,Vinam Group,Công ty Cổ phần Vinam
CTX,8425046,STOCK,UPCOM,Vietnam Investment Construction And Trading Joint Stock Corporation,CONSTREXIM HOLDINGS,CONSTREXIM,Tổng Công ty Cổ phần Đầu tư Xây dựng và Thương mại Việt Nam
CTW,8424895,STOCK,UPCOM,Can Tho Water Supply - Sewerage Joint Stock Company,Can Tho Water Supply - Sewerage,Cấp thoát nước Cần Thơ,Công ty Cổ phần Cấp thoát nước Cần Thơ
CTT,8425799,STOCK,HNX,Vinacomin-Machinery Joint Stock Company,Vinacomin-Machinery,Chế tạo máy Vinacomin,Công ty Cổ phần Chế tạo máy Vinacomin
CTS,8424906,STOCK,HSX,Vietnam Bank For Industry And Trade Securities Joint Stock Company,Vietinbank Securities,Chứng khoán Vietinbank,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam
CTR,8424824,STOCK,HSX,Viettel Construction Joint Stock Corporation,Viettel Construction,Công trình Viettel,Tổng Công ty Cổ phần Công trình Viettel
CTP,8426072,STOCK,HNX,Hoa Binh Takara Joint Stock Company,Hoa Binh Takara,Hoà Bình Takara,Công ty Cổ phần Hoà Bình Takara
CTN,9679632,STOCK,UPCOM,Underground Works Construction Joint Stock Company - VINAVICO,Vinavico,VINAVICO,Công ty Cổ phần Xây dựng Công trình ngầm
CTI,8424530,STOCK,HSX,Cuong Thuan IDICO Development Investment Corporation,CuongThuan IDICO,Cường Thuận IDICO,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO
CTG,8424642,STOCK,HSX,Vietnam Joint Stock Commercial Bank For Industry and Trade,VietinBank,VietinBank,Ngân hàng Thương mại Cổ phần Công thương Việt Nam
CTF,8424524,STOCK,HSX,City Auto Corporation,City Auto,City Auto,Công ty Cổ phần City Auto
CTD,8425011,STOCK,HSX,Coteccons Construction Joint Stock Company,COTECCONS construction,Xây dựng Coteccons,Công ty Cổ phần Xây dựng Coteccons
CTC,8425609,STOCK,HNX,Hoang Kim Tay Nguyen Group Joint Stock Company,Hoang Kim Tay Nguyen Group,Tập đoàn Hoàng Kim Tây Nguyên,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên
CTB,8426014,STOCK,HNX,Hai Duong Pump Manufacturing Joint Stock Company,Hai Duong Pump Manufacturer,Bơm Hải Dương,Công ty Cổ phần Chế tạo Bơm Hải Dương
CTA,8425219,STOCK,UPCOM,Vinavico Joint Stock Company,Vinavico,Xây dựng Vinavico,Công ty Cổ phần Vinavico
CT6,8426205,STOCK,UPCOM,Construction Joint Stock Company No.6,Construction No 6,Công trình 6,Công ty Cổ phần Công trình 6
CT5,8424732,STOCK,DELISTED,,,,
CT3,8425669,STOCK,UPCOM,Project 3 Construction And Investment Joint Stock Company,Project 3 Construction,Xây dựng công trình 3,Công ty Cổ phần Đầu tư và Xây dựng công trình 3
CSV,8424950,STOCK,HSX,South Basic Chemicals Joint Stock Company,South Basic Chemicals,Hóa chất Cơ bản miền Nam,Công ty Cổ phần Hóa chất Cơ bản miền Nam
CST,8426048,STOCK,UPCOM,Cao Son Coal Joint Stock Company,Cao Son Coal,Than Cao Sơn - TKV,Công ty Cổ phần Than Cao Sơn - TKV
CSM,8424799,STOCK,HSX,The Southern Rubber Industry Joint Stock Company,The Southern Rubber Industry,Cao su Miền Nam,Công ty Cổ phần Công nghiệp Cao su Miền Nam
CSI,8426193,STOCK,UPCOM,Vietnam Construction Securities Joint Stock Company,Vietnam Construction Securities,Chứng khoán Kiến thiết VN,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam
CSC,8425956,STOCK,HNX,COTANA GROUP Joint Stock Company,COTANA GROUP,Tập đoàn COTANA,Công ty Cổ phần Tập đoàn COTANA
CRE,8424673,STOCK,HSX,Century Land Joint Stock Company,Century Land,Bất động sản Thế Kỷ,Công ty Cổ phần Bất động sản Thế Kỷ
CRC,8424532,STOCK,HSX,Create Capital Viet Nam Joint Stock Company Limited,Create Capital Viet Nam,Create Capital Việt Nam,Công ty Cổ phần Create Capital Việt Nam
CQT,8425812,STOCK,UPCOM,VVMI Quan Trieu Cement Joint Stock Company,VVMI Quan Trieu Cement,Xi măng Quán Triều VVMI,Công ty Cổ phần Xi măng Quán Triều VVMI
CQN,8425376,STOCK,UPCOM,Quang Ninh Port Joint Stock Company,Quang Ninh Port,Cảng Quảng Ninh,Công ty Cổ phần Cảng Quảng Ninh
CPI,8425474,STOCK,UPCOM,Cai Lan Port Investment Joint Stock Company,Cai Lan Port Investment,Đầu tư Cảng Cái Lân,Công ty Cổ phần Đầu tư Cảng Cái Lân
CPH,8425575,STOCK,UPCOM,Haiphong Funeral Services Joint Stock Company,Haiphong Funeral Services,PV mai táng Hải Phòng,Công ty Cổ phần Phục vụ Mai táng Hải Phòng
CPC,8425350,STOCK,HNX,Cantho Pesticides Joint Stock Company,Cantho pesticides,Thuốc sát trùng Cần Thơ,Công ty Cổ phần Thuốc sát trùng Cần Thơ
CPA,8425511,STOCK,UPCOM,Phuoc An Coffee Joint Stock Company,Phuoc An Coffee,Cà phê Phước An,Công ty Cổ phần Cà phê Phước An
COM,8424909,STOCK,HSX,Materials - Petroleum Joint Stock Company,Materials - Petroleum Co.,Vật tư Xăng dầu,Công ty Cổ phần Vật tư Xăng dầu
CNT,8426140,STOCK,UPCOM,CNT Group Corporation,CNT Group,Tập đoàn CNT,Công ty Cổ phần Tập đoàn CNT
CNN,8425802,STOCK,UPCOM,Consultant and Inspection Joint Stock Company of Construction Technology and Equipment,CONINCO,Xây dựng Coninco,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO"
CNG,8424949,STOCK,HSX,Clean Natural Gas Vietnam Joint Stock Company,CNG Viet Nam,CNG Việt Nam,Công ty Cổ phần CNG Việt Nam
CNC,8425049,STOCK,UPCOM,Traphaco High Tech Joint Stock Company,Traphaco High Tech,Công nghệ cao Traphaco,Công ty Cổ phần Công nghệ cao Traphaco
CNA,8425102,STOCK,UPCOM,Nghe An Tea Corporation Joint Stock Company,Nghe An Tea Corporation,Tổng công ty Chè Nghệ An - CTCP,Công ty Cổ phần Tổng công ty Chè Nghệ An
CMX,8424724,STOCK,HSX,CAMIMEX Group Joint Stock Company,CAMIMEX Group,CAMIMEX Group,Công ty Cổ phần CAMIMEX Group
CMW,8425489,STOCK,UPCOM,Ca Mau Water Supply Joint Stock Company,Ca Mau Water Supply,Cấp nước Cà Mau,Công ty Cổ phần Cấp nước Cà Mau
CMV,8424545,STOCK,HSX,Ca Mau Trading Joint Stock Company,Ca Mau Trading,Thương nghiệp Cà Mau,Công ty Cổ phần Thương nghiệp Cà Mau
CMT,8425387,STOCK,UPCOM,Information and Networking technology Joint stock Company,Information and Networking Technology,CN mạng và Truyền thông,Công ty Cổ phần Công nghệ mạng và Truyền thông
CMS,8426176,STOCK,HNX,CMH Viet Nam Group Joint Stock Company,CMH Group,Tập đoàn CMH Việt Nam,Công ty Cổ phần Tập đoàn CMH Việt Nam
CMP,8425625,STOCK,UPCOM,ChanMay Port Joint Stock Company,Chan May Port,Cảng Chân Mây,Công ty Cổ phần Cảng Chân Mây
CMN,8425755,STOCK,UPCOM,Colusa - Miliket Foodstuff Joint Stock Company,Colusa -  Miliket,Colusa -  Miliket,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket
CMM,11607555,STOCK,UPCOM,CAMIMEX JOINT STOCK COMPANY,CAMIMEX CORP,Camimex,Công ty Cổ phần Camimex
CMK,8425150,STOCK,UPCOM,Mao Khe - Vinacomin Mechanical Joint Stock Company,Mao Khe - Vinacomin Mechanical,Cơ khí Mạo Khê - Vinacomin,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin
CMI,8425092,STOCK,UPCOM,CMISTONE Vietnam Stock Company,CMISTONE Vietnam,CMISTONE Việt Nam,Công ty Cổ phần CMISTONE Việt Nam
CMG,8424746,STOCK,HSX,CMC Corporation,CMC Corporation,Tập đoàn Công nghệ CMC,Công ty Cổ phần Tập đoàn Công nghệ CMC
CMF,8425594,STOCK,UPCOM,Cholimex Food Joint Stock Company,Cholimex food,Thực phẩm Cholimex,Công ty Cổ phần Thực phẩm Cholimex
CMD,8425225,STOCK,UPCOM,Construction Materials and Interior Decoration Joint Stock Company,CMID,VLXD và Nội thất TP.HCM,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP Hồ Chí Minh
CMC,8426164,STOCK,HNX,CMC Investment Joint Stock Company,CMC Investment,Đầu tư CMC,Công ty Cổ phần Đầu tư CMC
CLX,8425907,STOCK,UPCOM,Cho Lon Investment And Import Export Corporation (CHOLIMEX),CHOLIMEX,XNK và Đầu tư Chợ Lớn (CHOLIMEX),Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX)
CLW,8424951,STOCK,HSX,ChoLon Water Supply Joint Stock Company,ChoLon Water Supply,Cấp nước Chợ Lớn,Công ty Cổ phần Cấp nước Chợ Lớn
CLM,8425639,STOCK,HNX,Vinacomin - Coal Import Export Joint Stock Company,Coalimex,Xuất nhập khẩu Than - Vinacomin,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin
CLL,8424739,STOCK,HSX,Cat Lai Port Joint Stock Company,Cat Lai Port,Cảng Cát Lái,Công ty Cổ phần Cảng Cát Lái
CLH,8425603,STOCK,HNX,La Hien Cement Joint Stock Company,La Hien Cement,Xi măng La Hiên,Công ty Cổ phần Xi măng La Hiên VVMI
CLG,9679631,STOCK,UPCOM,Cotec Investment and Land - house Development Joint Stock Company,Cotec Land,Cotec Land,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec
CLC,8424542,STOCK,HSX,Cat Loi Joint Stock Company,Cat Loi Tobacco,Thuốc lá Cát Lợi,Công ty Cổ phần Cát Lợi
CKV,8425544,STOCK,HNX,CokyVina Joint Stock Company,CokyVina,CokyVina,Công ty Cổ phần CokyVina
CKG,8424738,STOCK,HSX,Kien Giang Construction Investment Consultancy Corporation,Kien Giang Construction,Xây dựng Kiên Giang,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang
CKD,8425311,STOCK,UPCOM,Dong Anh Licogi Mechanical Joint Stock Company,Dong Anh Licogi,Đông Anh Licogi,Công ty Cổ phần Cơ khí Đông Anh Licogi
CKA,8425523,STOCK,UPCOM,An Giang Mechanical Joint Stock Company,An Giang Mechanical,Cơ khí An Giang,Công ty Cổ phần Cơ khí An Giang
CK8,11816348,STOCK,UPCOM,120 Mechanical Joint Stock Company,120 Mechanical,Cơ khí 120,Công ty Cổ phần Cơ khí 120
CJC,8425619,STOCK,HNX,Central Area Electrical Mechanical Joint Stock Company,Central Electrical Mechanical,Cơ điện Miền Trung,Công ty Cổ phần Cơ điện Miền Trung
CIP,8426197,STOCK,UPCOM,Construction and Industrial Production Joint Stock Company,Construction and Industrial Production,XL và SX công nghiệp,Công ty Cổ phần Xây lắp và Sản xuất Công nghiệp
CII,8424562,STOCK,HSX,Ho Chi Minh City Infrastructure Investment Joint Stock Company,Ho Chi Minh Infrastructure,Hạ tầng Kỹ thuật TP.HCM,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh
CIG,8424914,STOCK,HSX,COMA 18 Joint Stock Company,COMA 18,Xây dựng COMA 18,Công ty Cổ phần COMA 18
CID,8426046,STOCK,UPCOM,Contruction and Infrastructure Development Joint Stock Corporation,Contruction and Infrastructure Development,Xây dựng và Phát triển Cơ sở Hạ tầng,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng
CIA,8425273,STOCK,HNX,Cam Ranh International Airport Services Joint Stock Company,Cam Ranh International Airport Services,DV Sân Bay Cam Ranh,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh
CI5,8425409,STOCK,UPCOM,No.5 Construction Investment Joint Stock Company,Construction Investment No 5,Đầu tư Xây dựng số 5,Công ty Cổ phần Đầu tư Xây dựng số 5
CHS,8425964,STOCK,UPCOM,Ho Chi Minh City Public Lighting Joint Stock Company,HCMC Public Lighting,Chiếu sáng TPHCM,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh
CHP,8424710,STOCK,HSX,Central Hydropower Joint Stock Company,Central Hydropower,Thủy điện Miền Trung,Công ty Cổ phần Thủy điện Miền Trung
CHC,8425916,STOCK,UPCOM,Camha Joint Stock Company,Cam Ha Furniture,Nội thất Cẩm Hà,Công ty Cổ phần Cẩm Hà
CH5,8425690,STOCK,UPCOM,Hanoi Construction Joint Stock Company No.5,Hanoi Construction JSC  No.5,Xây dựng số 5 Hà Nội,Công ty Cổ phần Xây dựng số 5 Hà Nội
CGV,8425876,STOCK,UPCOM,Vinaceglass Joint Stock Company,Vinaceglass JSC,Vinaceglass JSC,Công ty Cổ phần Vinaceglass
CGL,8425052,STOCK,DELISTED,Gia Lai Trading Joint Stock Company,Comexim Gia Lai,Thương mại Gia Lai,Công ty Cổ phần Thương mại Gia Lai
CFV,8425490,STOCK,UPCOM,Thang Loi Coffee Joint Stock Company,TLCF,Cà phê Thắng Lợi,Công ty Cổ phần Cà phê Thắng Lợi
CFM,8426214,STOCK,UPCOM,CFM Investment Joint Stock Company,CFM Investment,Đầu tư CFM,Công ty Cổ phần Đầu tư CFM
CET,8425176,STOCK,HNX,HTC Holding Joint Stock Company,HTC Holding JSC,HTC Holding ,Công ty Cổ phần HTC Holding
CEO,8425598,STOCK,HNX,CEO Group Joint Stock Company,CEO Group,Tập đoàn CEO,Công ty Cổ phần Tập đoàn C.E.O
CEN,8425332,STOCK,UPCOM,CENCON Vietnam Joint Stock Company,CENCON Vietnam,CENCON Việt Nam,Công ty Cổ phần CENCON Việt Nam
CEG,9679630,STOCK,UPCOM,Construction and Industry Equipment Group Corporation,Construction and Industry Equipment,XD và Thiết bị Công nghiệp,Công ty Cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp
CEE,8424816,STOCK,DELISTED,CII Engineering Joint Stock Company,CII Engineering,Xây dựng Hạ tầng CII,Công ty Cổ phần Xây dựng Hạ tầng CII
CE1,8425529,STOCK,UPCOM,Construction And Industry Equipment Joint Stock Company - CIE1,CIE1 Construction,Thiết bị Công nghiệp CIE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1
CDR,8425457,STOCK,UPCOM,Dong Nai Rubber Construction Joint Stock Company,Dong Nai Rubber Construction,Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai
CDP,8425879,STOCK,UPCOM,Codupha Central Pharmaceutical Joint Stock Company,Codupha Central Pharmaceutical,Dược phẩm TW Codupha,Công ty Cổ phần Dược phẩm Trung ương Codupha
CDO,8425459,STOCK,UPCOM,Consultancy Design and Urban Development Joint Stock Company,Consultancy Design and Urban Development,Tư vấn Thiết kế và PT Đô thị,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị
CDN,8425413,STOCK,HNX,DaNang Port Joint Stock Company,Da Nang Port,Cảng Đà Nẵng,Công ty Cổ phần Cảng Đà Nẵng
CDH,8425479,STOCK,UPCOM,Hai Phong Public Works and Tourism Services Joint Stock Company,Hai Phong Public Works and Tourism Service,CTCC và DV Du lịch Hải Phòng,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng
CDG,8425260,STOCK,UPCOM,CauDuong Joint Stock Company,Cau Duong Construction Material,VLXD Cầu Đuống,Công ty Cổ phần Cầu Đuống
CDC,8424751,STOCK,HSX,Chuong Duong Corporation,Chuong Duong Corp,Chương Dương Corp,Công ty Cổ phần Chương Dương
CCV,8425282,STOCK,UPCOM,VCC Engineering Consultants Joint - Stock Company,VCC Engineering Consultants,XD CN và đô thị Việt Nam,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam
CCT,8425509,STOCK,UPCOM,Can Tho Port Joint Stock Company,Can Tho Port,Cảng Cần Thơ,Công ty Cổ phần Cảng Cần Thơ
CCR,8425356,STOCK,HNX,Cam Ranh Port Joint Stock Company,Cam Ranh Port,Cảng Cam Ranh,Công ty Cổ phần Cảng Cam Ranh
CCP,8425108,STOCK,UPCOM,Hai Phong Cua Cam Port Joint Stock Company,Cua Cam Port,Cảng Cửa Cấm,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng
CCM,8426116,STOCK,UPCOM,Can Tho Mineral And Cement Joint Stock Company,Can Tho Cement,Xi măng Cần Thơ,Công ty Cổ phần Khoáng sản và Xi măng Cần Thơ
CCL,8425013,STOCK,HSX,Cuu Long Petro Urban Development And Investment Corporation,Cuu Long Petro Urban Development And Investment,ĐT & PT Đô thị Dầu khí Cửu Long,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long
CCI,8424948,STOCK,HSX,Cuchi Commercial and Industrial Developing Investment Joint Stock Company,CIDICO,CIDICO,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi
CCC,13974961,STOCK,UPCOM,CDC Construction Joint Stock Company,CDC Construction,Xây Dựng CDC,Công ty Cổ Phần Xây Dựng CDC
CCA,8425508,STOCK,UPCOM,Can Tho Import Export Seafood Joint Stock Company,Caseamex,XNK Thuỷ sản Cần Thơ,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cần Thơ
CC4,8424879,STOCK,UPCOM,Investment and Construction Joint Stock Company No.4,Investment and Construction No.4,ĐT và XD số 4,Công ty Cổ phần Đầu tư và Xây dựng số 4
CC1,8425504,STOCK,UPCOM,Construction Corporation No.1 Joint Stock Company,Construction Corporation No.1,TCT Xây dựng số 1,Tổng Công ty Xây dựng số 1 - CTCP
CBS,8426150,STOCK,UPCOM,Cao Bang Sugar Joint Stock Company,Cao Bang Sugar,Mía đường Cao Bằng,Công ty Cổ phần Mía đường Cao Bằng
CBI,8426184,STOCK,UPCOM,Cao Bang Cast Iron and Steel Joint Stock Company,Cao Bang Cast Iron and Steel,Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng
CAV,8424901,STOCK,DELISTED,Vietnam Electric Cable Corporation,Vietnam Electric Cable,Dây cáp điện Việt Nam,Công ty Cổ Phần Dây cáp điện Việt Nam
