exercise_date,cash_year,cash_dividend_percentage,issue_method,Symbol
23/09/21,2021.0,0.05,cash,BCF
14/07/21,2021.0,0.2,share,BCF
30/12/20,2020.0,0.15,cash,BCF
07/08/20,2020.0,0.15,share,BCF
23/08/22,2021.0,0.05,cash,BCG
23/08/22,2022.0,0.05,share,BCG
23/06/21,2021.0,0.02,share,BCG
23/06/21,2020.0,0.08,cash,BCG
23/07/20,2019.0,0.08,cash,BCG
10/06/16,2016.0,0.08,share,BCG
04/11/24,2023.0,0.1,cash,BCM
28/11/23,2022.0,0.08,cash,BCM
07/10/22,2021.0,0.07,cash,BCM
10/12/21,2020.0,0.04,cash,BCM
22/07/21,2020.0,0.04,cash,BCM
25/11/20,2019.0,0.04,cash,BCM
27/06/19,2018.0,0.06,cash,BCM
31/12/22,2022.0,0.064,cash,BCO
31/12/21,2021.0,0.024,cash,BCO
18/04/19,2018.0,0.25,cash,BCP
10/05/18,2017.0,0.22,cash,BCP
08/06/17,2016.0,0.05,cash,BCP
09/06/16,2015.0,0.04,cash,BCP
27/08/15,2014.0,0.07,cash,BCP
29/02/24,2023.0,0.08,cash,BDB
28/02/23,2022.0,0.1,cash,BDB
28/02/22,2021.0,0.1,cash,BDB
25/02/21,2020.0,0.075,cash,BDB
27/02/20,2019.0,0.07,cash,BDB
07/03/19,2018.0,0.06,cash,BDB
08/03/18,2017.0,0.07,cash,BDB
28/02/17,2016.0,0.08,cash,BDB
29/02/16,2015.0,0.05,cash,BDB
26/02/15,2014.0,0.03,cash,BDB
10/03/14,2013.0,0.03,cash,BDB
07/03/13,2012.0,0.04,cash,BDB
01/03/12,2011.0,0.08,cash,BDB
13/01/11,2010.0,0.06,cash,BDB
16/08/24,2023.0,0.25,cash,BDG
18/08/23,2022.0,0.3,cash,BDG
03/08/22,2021.0,0.25,cash,BDG
08/07/21,2020.0,0.1,cash,BDG
18/12/20,2020.0,0.4,cash,BDG
06/07/20,2016.0,0.15,cash,BDG
06/07/20,2019.0,0.1,cash,BDG
29/11/19,2019.0,0.15,cash,BDG
01/08/19,2019.0,0.2,cash,BDG
19/04/19,2018.0,0.35,cash,BDG
26/07/18,2018.0,0.15,cash,BDG
23/05/18,2017.0,0.25,cash,BDG
03/11/17,2017.0,0.15,cash,BDG
15/05/17,2016.0,0.2,cash,BDG
29/11/16,2016.0,0.15,cash,BDG
24/01/24,2022.0,0.065,cash,BDT
27/06/22,2020.0,0.003,cash,BDT
27/06/22,2021.0,0.109,cash,BDT
29/04/21,2020.0,0.133,cash,BDT
27/07/20,2019.0,0.148,cash,BDT
20/06/19,2018.0,0.061,cash,BDT
14/03/19,2018.0,0.095,cash,BDT
25/05/18,2017.0,0.12,cash,BDT
30/10/24,2023.0,0.12,cash,BDW
21/08/24,2023.0,0.135,cash,BDW
17/08/23,2022.0,0.09,cash,BDW
19/08/22,2021.0,0.075,cash,BDW
01/09/21,2020.0,0.06,cash,BDW
27/08/20,2019.0,0.05,cash,BDW
29/08/19,2018.0,0.04,cash,BDW
30/08/18,2017.0,0.035,cash,BDW
09/06/17,2016.0,0.03,cash,BDW
22/07/16,2015.0,0.015,cash,BDW
16/05/24,2023.0,0.22,cash,BED
18/05/23,2022.0,0.13,cash,BED
19/05/22,2021.0,0.18,cash,BED
13/05/21,2020.0,0.23,cash,BED
14/05/20,2019.0,0.2,cash,BED
22/04/19,2018.0,0.93,cash,BED
08/05/18,2017.0,0.185,cash,BED
22/05/17,2016.0,0.38,cash,BED
26/05/16,2015.0,0.143,cash,BED
17/04/15,2014.0,0.01,cash,BED
11/02/15,2014.0,0.12,cash,BED
21/05/14,2013.0,0.12,cash,BED
18/03/13,2012.0,0.126,cash,BED
17/05/12,2011.0,0.032,cash,BED
18/11/11,2011.0,0.08,cash,BED
04/09/24,2023.0,0.05,cash,BEL
21/12/23,2023.0,0.05,cash,BEL
14/06/23,2022.0,0.05,cash,BEL
08/12/22,2022.0,0.05,cash,BEL
19/07/22,2021.0,0.05,cash,BEL
21/06/21,2020.0,0.05,cash,BEL
21/06/21,2021.0,0.05,cash,BEL
10/09/20,2020.0,0.1,cash,BEL
31/12/13,2013.0,0.02,cash,BEL
17/12/24,2024.0,0.05,cash,BFC
13/06/24,2023.0,0.2,cash,BFC
27/12/23,2023.0,0.05,cash,BFC
15/06/23,2022.0,0.14,cash,BFC
17/01/23,2022.0,0.06,cash,BFC
17/06/22,2021.0,0.2,cash,BFC
17/06/21,2020.0,0.15,cash,BFC
19/11/20,2020.0,0.05,cash,BFC
25/06/20,2019.0,0.07,cash,BFC
17/12/19,2019.0,0.05,cash,BFC
14/06/19,2018.0,0.05,cash,BFC
10/12/18,2018.0,0.2,cash,BFC
19/06/18,2017.0,0.15,cash,BFC
23/11/17,2017.0,0.2,cash,BFC
09/06/17,2016.0,0.1,cash,BFC
06/05/24,2023.0,0.055,cash,BGW
28/04/23,2022.0,0.05,cash,BGW
10/05/22,2021.0,0.046,cash,BGW
14/05/21,2020.0,0.042,cash,BGW
14/07/20,2019.0,0.02,cash,BGW
14/05/19,2018.0,0.022,cash,BGW
11/05/18,2017.0,0.017,cash,BGW
31/12/16,2016.0,0.014,cash,BGW
31/12/15,2015.0,0.005,cash,BGW
31/10/24,2023.0,0.06,cash,BHA
03/04/24,2023.0,0.03,cash,BHA
23/11/23,2022.0,0.035,cash,BHA
05/10/23,2022.0,0.035,cash,BHA
05/09/22,2021.0,0.025,cash,BHA
19/08/22,2021.0,0.025,cash,BHA
13/08/19,2018.0,0.015,cash,BHA
25/02/11,2010.0,0.12,cash,BHC
13/05/21,2020.0,0.006,cash,BHG
30/09/22,2021.0,0.05,cash,BHI
31/05/24,2023.0,0.09,cash,BHK
14/06/23,2022.0,0.08,cash,BHK
09/06/22,2020.0,0.04,cash,BHK
09/06/22,2021.0,0.01,cash,BHK
10/06/21,2019.0,0.04,cash,BHK
10/06/21,2020.0,0.05,cash,BHK
16/07/20,2019.0,0.15,cash,BHK
01/07/19,2018.0,0.12,cash,BHK
29/06/18,2017.0,0.12,cash,BHK
28/04/17,2016.0,0.1,cash,BHK
31/12/15,2015.0,0.1,cash,BHK
15/08/24,2022.0,0.15,cash,BHN
17/11/23,2021.0,0.12,cash,BHN
10/02/22,2020.0,0.238,cash,BHN
18/02/21,2018.0,0.138,cash,BHN
18/02/21,2019.0,0.145,cash,BHN
06/09/19,2017.0,0.756,cash,BHN
19/09/17,2016.0,0.18,cash,BHN
18/10/16,2015.0,0.1,cash,BHN
10/08/15,2014.0,0.18,cash,BHN
30/06/14,2013.0,0.16,cash,BHN
25/04/13,2012.0,0.15,cash,BHN
27/03/12,2011.0,0.15,cash,BHN
28/03/11,2010.0,0.15,cash,BHN
30/03/10,2009.0,0.105,cash,BHN
20/06/24,2023.0,0.025,cash,BHP
30/08/23,2022.0,0.025,cash,BHP
21/10/22,2021.0,0.015,cash,BHP
05/11/21,2020.0,0.025,cash,BHP
22/05/20,2019.0,0.04,cash,BHP
20/03/19,2018.0,0.035,cash,BHP
24/04/18,2017.0,0.04,cash,BHP
21/03/17,2016.0,0.04,cash,BHP
29/03/16,2015.0,0.03,cash,BHP
06/03/15,2014.0,0.06,cash,BHP
21/02/14,2013.0,0.12,cash,BHP
07/02/13,2012.0,0.14,cash,BHP
13/09/24,2023.0,0.15,cash,BIC
14/09/23,2022.0,0.13,cash,BIC
14/09/22,2021.0,0.15,cash,BIC
04/08/21,2020.0,0.12,cash,BIC
28/10/20,2019.0,0.08,cash,BIC
16/08/19,2018.0,0.07,cash,BIC
25/06/18,2017.0,0.07,cash,BIC
12/04/17,2016.0,0.07,cash,BIC
13/05/16,2015.0,0.06,cash,BIC
24/03/15,2014.0,0.1,cash,BIC
07/07/14,2014.0,0.1,share,BIC
12/04/13,2012.0,0.1,cash,BIC
03/04/12,2011.0,0.1,cash,BIC
23/12/24,2024.0,0.21,share,BID
28/11/23,2023.0,0.127,share,BID
23/12/21,2021.0,0.258,share,BID
23/12/21,2020.0,0.02,cash,BID
31/12/20,2019.0,0.08,cash,BID
07/11/19,2017.0,0.07,cash,BID
07/11/19,2018.0,0.07,cash,BID
09/08/17,2016.0,0.07,cash,BID
03/11/16,2015.0,0.085,cash,BID
08/05/15,2014.0,0.102,cash,BID
08/08/14,2013.0,0.085,cash,BID
21/06/13,2012.0,0.023,cash,BID
21/06/13,2012.0,0.045,share,BID
03/12/24,2024.0,0.052,share,BIG
17/07/24,2023.0,0.065,cash,BIO
19/06/23,2022.0,0.08,cash,BIO
20/06/22,2021.0,0.03,cash,BIO
18/06/21,2020.0,0.03,cash,BIO
04/11/20,2019.0,0.03,cash,BIO
12/08/19,2018.0,0.02,cash,BIO
26/04/12,2012.0,0.12,share,BKC
16/06/11,2010.0,0.15,cash,BKC
05/08/10,2009.0,0.08,cash,BKC
24/06/24,2024.0,0.05,share,BKG
24/10/22,2022.0,0.05,share,BKG
24/10/22,2022.0,0.05,share,BKG
11/04/23,2022.0,0.1,cash,BKH
23/08/22,2021.0,0.03,cash,BKH
17/11/21,2020.0,0.1,cash,BKH
19/04/21,2020.0,0.15,cash,BKH
06/02/20,2019.0,0.3,cash,BKH
10/12/18,2018.0,0.1,cash,BKH
02/08/18,2017.0,0.08,cash,BKH
24/05/16,2016.0,0.1,share,BLF
10/06/08,2007.0,0.1,cash,BLF
27/06/22,2021.0,0.12,cash,BLI
24/05/21,2020.0,0.095,cash,BLI
19/06/20,2019.0,0.059,cash,BLI
09/05/19,2018.0,0.055,cash,BLI
07/09/18,2017.0,0.03,cash,BLI
30/05/17,2016.0,0.014,cash,BLI
18/11/16,2017.0,0.024,share,BLI
24/08/23,2022.0,0.024,cash,BLN
05/09/22,2021.0,0.021,cash,BLN
15/10/21,2020.0,0.023,cash,BLN
29/07/19,2018.0,0.025,cash,BLN
26/09/18,2017.0,0.023,cash,BLN
13/06/17,2016.0,0.025,cash,BLN
29/08/24,2023.0,0.88,cash,BLT
03/07/23,2022.0,0.4,cash,BLT
14/06/22,2021.0,1.028,cash,BLT
20/01/22,2021.0,0.097,cash,BLT
22/07/21,2020.0,0.34,cash,BLT
15/04/20,2019.0,0.1,cash,BLT
31/05/19,2018.0,0.1,cash,BLT
01/06/18,2017.0,0.27,cash,BLT
01/06/17,2016.0,0.15,cash,BLT
31/01/17,2016.0,0.1,cash,BLT
31/12/15,2015.0,0.22,cash,BLT
31/12/14,2014.0,0.22,cash,BLT
18/05/23,2022.0,0.056,cash,BLW
25/08/22,2021.0,0.056,cash,BLW
16/03/21,2020.0,0.055,cash,BLW
03/07/20,2019.0,0.055,cash,BLW
18/10/19,2018.0,0.004,cash,BLW
19/06/19,2018.0,0.013,cash,BLW
26/09/18,2018.0,0.017,cash,BLW
30/05/18,2017.0,0.028,cash,BLW
20/05/24,2023.0,0.115,cash,BMC
30/05/23,2022.0,0.09,cash,BMC
31/08/22,2021.0,0.08,cash,BMC
18/01/22,2020.0,0.08,cash,BMC
13/07/20,2019.0,0.08,cash,BMC
17/05/19,2018.0,0.08,cash,BMC
17/05/18,2017.0,0.07,cash,BMC
27/06/17,2016.0,0.06,cash,BMC
15/03/17,2015.0,0.04,cash,BMC
30/06/16,2015.0,0.06,cash,BMC
10/03/16,2014.0,0.15,cash,BMC
22/12/15,2014.0,0.15,cash,BMC
21/05/14,2013.0,0.1,cash,BMC
29/11/13,2013.0,0.15,cash,BMC
07/08/13,2012.0,0.2,cash,BMC
30/07/24,2023.0,0.07,cash,BMD
28/07/23,2022.0,0.09,cash,BMD
09/08/22,2021.0,0.1,cash,BMD
04/08/21,2020.0,0.102,cash,BMD
30/07/20,2019.0,0.1,cash,BMD
25/07/19,2018.0,0.065,cash,BMD
19/07/18,2017.0,0.063,cash,BMD
04/08/17,2016.0,0.04,cash,BMD
29/12/17,2017.0,1.3,cash,BMF
30/12/16,2016.0,0.5,cash,BMF
31/12/15,2015.0,0.4,cash,BMF
17/05/24,2023.0,0.15,cash,BMG
15/05/23,2022.0,0.15,cash,BMG
13/05/22,2021.0,0.1,cash,BMG
10/06/21,2020.0,0.15,cash,BMG
23/06/20,2019.0,0.15,cash,BMG
14/05/19,2018.0,0.15,cash,BMG
31/12/17,2017.0,0.15,cash,BMG
31/12/16,2016.0,0.15,cash,BMG
08/09/15,2015.0,0.05,share,BMG
28/06/04,2004.0,1.0,share,BMG
03/10/24,2024.0,0.1,share,BMI
11/06/24,2023.0,0.05,cash,BMI
12/10/23,2023.0,0.1,share,BMI
06/06/23,2022.0,0.05,cash,BMI
30/05/22,2021.0,0.15,cash,BMI
03/06/21,2020.0,0.2,cash,BMI
14/05/20,2019.0,0.15,cash,BMI
10/06/19,2018.0,0.12,cash,BMI
28/12/17,2017.0,0.1,cash,BMI
31/05/17,2016.0,0.1,cash,BMI
31/05/16,2015.0,0.1,cash,BMI
27/05/15,2014.0,0.1,cash,BMI
28/05/14,2013.0,0.1,cash,BMI
28/05/13,2012.0,0.12,cash,BMI
23/05/12,2011.0,0.12,cash,BMI
25/08/21,2020.0,0.05,cash,BMJ
24/11/20,2019.0,0.05,cash,BMJ
04/09/19,2018.0,0.15,cash,BMJ
29/05/18,2017.0,0.15,cash,BMJ
29/05/17,2016.0,0.15,cash,BMJ
27/05/16,2015.0,0.12,cash,BMJ
20/07/15,2014.0,0.08,cash,BMJ
04/06/14,2013.0,0.05,cash,BMJ
28/05/13,2012.0,0.1,cash,BMJ
17/05/12,2011.0,0.13,cash,BMJ
01/04/11,2010.0,0.15,cash,BMJ
02/06/10,2009.0,0.05,cash,BMJ
22/01/10,2009.0,0.1,cash,BMJ
17/05/24,2023.0,0.07,cash,BMN
11/05/23,2022.0,0.07,cash,BMN
10/05/22,2021.0,0.07,cash,BMN
25/05/21,2020.0,0.08,cash,BMN
09/06/20,2019.0,0.084,cash,BMN
14/05/19,2018.0,0.084,cash,BMN
23/05/18,2017.0,0.089,cash,BMN
19/05/17,2016.0,0.087,cash,BMN
24/05/16,2015.0,0.085,cash,BMN
13/11/24,2024.0,0.574,cash,BMP
17/05/24,2023.0,0.61,cash,BMP
20/11/23,2023.0,0.65,cash,BMP
19/05/23,2022.0,0.53,cash,BMP
26/10/22,2022.0,0.31,cash,BMP
11/05/22,2021.0,0.135,cash,BMP
14/01/22,2021.0,0.125,cash,BMP
17/05/21,2020.0,0.148,cash,BMP
04/02/21,2020.0,0.2,cash,BMP
07/10/20,2020.0,0.284,cash,BMP
17/07/20,2019.0,0.1,cash,BMP
05/05/20,2019.0,0.2,cash,BMP
04/12/19,2019.0,0.2,cash,BMP
04/06/19,2018.0,0.25,cash,BMP
07/12/18,2018.0,0.15,cash,BMP
18/06/24,2024.0,0.1,share,BMS
14/07/22,2022.0,0.07,share,BMS
29/07/21,2021.0,0.14,share,BMS
08/10/18,2017.0,0.06,cash,BMS
31/12/15,2015.0,0.06,cash,BMS
15/11/24,2023.0,0.008,cash,BMV
26/10/23,2022.0,0.003,cash,BMV
09/11/22,2021.0,0.013,cash,BMV
12/11/21,2020.0,0.009,cash,BMV
16/11/20,2019.0,0.005,cash,BMV
11/11/24,2024.0,0.25,share,BNA
29/11/22,2021.0,0.05,cash,BNA
29/11/22,2022.0,0.25,share,BNA
07/10/21,2021.0,0.2,share,BNA
10/12/20,2019.0,0.05,cash,BNA
07/05/24,2023.0,0.028,cash,BNW
06/02/24,2023.0,0.05,cash,BNW
27/07/23,2022.0,0.044,cash,BNW
13/05/22,2021.0,0.05,cash,BNW
03/06/21,2021.0,0.04,cash,BNW
11/05/21,2020.0,0.038,cash,BNW
07/08/20,2020.0,0.03,cash,BNW
03/07/20,2019.0,0.01,cash,BNW
10/01/20,2019.0,0.04,cash,BNW
14/05/19,2017.0,0.018,cash,BNW
14/05/19,2018.0,0.037,cash,BNW
06/09/24,2023.0,0.02,cash,BPC
07/09/23,2022.0,0.02,cash,BPC
23/08/22,2021.0,0.03,cash,BPC
05/10/21,2020.0,0.08,cash,BPC
04/11/20,2019.0,0.1,cash,BPC
07/06/19,2018.0,0.1,cash,BPC
06/09/18,2017.0,0.15,cash,BPC
20/07/17,2016.0,0.15,cash,BPC
10/05/16,2015.0,0.12,cash,BPC
31/03/15,2014.0,0.1,cash,BPC
05/03/14,2013.0,0.1,cash,BPC
04/03/13,2012.0,0.1,cash,BPC
12/03/12,2011.0,0.125,cash,BPC
24/03/11,2010.0,0.135,cash,BPC
24/03/10,2009.0,0.15,cash,BPC
30/12/16,2016.0,0.018,cash,BQB
31/12/15,2015.0,0.13,cash,BQB
31/12/14,2014.0,0.13,cash,BQB
05/08/24,2023.0,0.11,cash,BRC
05/07/23,2022.0,0.125,cash,BRC
05/08/22,2021.0,0.12,cash,BRC
16/07/21,2020.0,0.1,cash,BRC
23/12/19,2019.0,0.1,cash,BRC
03/05/19,2018.0,0.1,cash,BRC
24/07/18,2017.0,0.09,cash,BRC
01/06/17,2016.0,0.09,cash,BRC
20/06/16,2015.0,0.09,cash,BRC
08/06/15,2014.0,0.07,cash,BRC
22/05/14,2013.0,0.04,cash,BRC
20/06/13,2012.0,0.1,cash,BRC
14/12/11,2011.0,0.08,cash,BRC
29/05/24,2023.0,0.07,cash,BRR
07/07/23,2022.0,0.04,cash,BRR
19/12/22,2022.0,0.05,cash,BRR
21/06/22,2021.0,0.02,cash,BRR
17/12/21,2021.0,0.045,cash,BRR
23/07/21,2020.0,0.02,cash,BRR
17/12/20,2020.0,0.02,cash,BRR
25/06/20,2019.0,0.01,cash,BRR
18/12/19,2019.0,0.025,cash,BRR
13/12/18,2018.0,0.025,cash,BRR
01/10/18,2017.0,0.04,cash,BRR
12/08/24,2023.0,0.14,cash,BRS
14/07/23,2022.0,0.14,cash,BRS
09/06/22,2021.0,0.14,cash,BRS
14/06/21,2020.0,0.14,cash,BRS
08/07/20,2019.0,0.14,cash,BRS
29/05/19,2018.0,0.14,cash,BRS
03/07/18,2017.0,0.14,cash,BRS
09/06/17,2016.0,0.12,cash,BRS
14/06/16,2015.0,0.1,cash,BRS
23/06/15,2014.0,0.09,cash,BRS
31/12/13,2013.0,0.026,cash,BRS
19/11/24,2023.0,0.1,cash,BSA
21/11/23,2022.0,0.098,cash,BSA
07/09/23,2023.0,0.02,share,BSA
05/12/22,2021.0,0.029,cash,BSA
29/08/22,2021.0,0.05,cash,BSA
29/08/22,2022.0,0.04,share,BSA
29/09/21,2021.0,0.05,share,BSA
29/09/21,2020.0,0.05,cash,BSA
13/11/20,2019.0,0.044,cash,BSA
19/06/20,2020.0,0.134,share,BSA
17/12/19,2019.0,0.16,share,BSA
17/12/19,2018.0,0.04,cash,BSA
19/12/18,2017.0,0.04,cash,BSA
19/12/18,2018.0,0.2,share,BSA
31/12/17,2017.0,0.11,cash,BSA
20/06/23,2022.0,0.05,cash,BSC
27/05/22,2021.0,0.05,cash,BSC
28/06/19,2018.0,0.03,cash,BSC
11/05/18,2017.0,0.02,cash,BSC
24/05/16,2014.0,0.12,cash,BSC
24/05/16,2015.0,0.045,cash,BSC
08/06/15,2014.0,0.05,cash,BSC
20/05/14,2013.0,0.04,cash,BSC
20/05/13,2012.0,0.03,cash,BSC
23/01/13,2012.0,0.05,cash,BSC
11/07/12,2011.0,0.03,cash,BSC
23/05/12,2011.0,0.02,cash,BSC
16/02/12,2011.0,0.05,cash,BSC
14/09/11,2010.0,0.1,cash,BSC
26/07/24,2023.0,0.05,cash,BSD
21/06/23,2022.0,0.05,cash,BSD
14/06/22,2021.0,0.1,cash,BSD
26/05/21,2020.0,0.1,cash,BSD
27/08/20,2019.0,0.3,cash,BSD
26/04/19,2018.0,0.3,cash,BSD
03/07/18,2017.0,0.3,cash,BSD
03/11/17,2016.0,0.15,cash,BSD
14/06/17,2016.0,0.15,cash,BSD
31/12/15,2015.0,0.4,cash,BSD
31/12/14,2014.0,0.4,cash,BSD
31/12/13,2013.0,0.3,cash,BSD
31/07/18,2017.0,0.01,cash,BSG
02/12/24,2024.0,0.1,cash,BSH
05/06/24,2023.0,0.1,cash,BSH
08/01/24,2023.0,0.1,cash,BSH
27/04/23,2022.0,0.1,cash,BSH
05/10/22,2022.0,0.1,cash,BSH
17/05/22,2021.0,0.2,cash,BSH
13/04/21,2020.0,0.1,cash,BSH
19/01/21,2020.0,0.05,cash,BSH
07/02/20,2019.0,0.1,cash,BSH
12/09/19,2019.0,0.1,cash,BSH
16/04/19,2018.0,0.2,cash,BSH
09/01/19,2018.0,0.1,cash,BSH
17/10/18,2018.0,0.1,cash,BSH
11/07/18,2017.0,0.2,cash,BSH
31/12/17,2017.0,0.3,cash,BSH
09/07/24,2024.0,0.1,share,BSI
05/07/23,2023.0,0.05,share,BSI
05/07/23,2022.0,0.05,cash,BSI
07/10/22,2021.0,0.07,cash,BSI
26/08/21,2020.0,0.09,cash,BSI
20/12/19,2019.0,0.05,cash,BSI
19/06/19,2019.0,0.1,share,BSI
27/05/19,2018.0,0.08,cash,BSI
18/06/18,2018.0,0.031,share,BSI
02/11/17,2017.0,0.05,share,BSI
27/06/17,2017.0,0.031,share,BSI
21/09/16,2016.0,0.043,share,BSI
24/05/24,2023.0,0.07,cash,BSL
30/05/23,2022.0,0.03,cash,BSL
14/12/22,2022.0,0.04,cash,BSL
04/08/22,2021.0,0.07,cash,BSL
21/06/21,2020.0,0.05,cash,BSL
21/07/20,2019.0,0.13,cash,BSL
20/06/19,2018.0,0.06,cash,BSL
06/08/18,2017.0,0.08,cash,BSL
04/08/17,2016.0,0.12,cash,BSL
31/12/15,2015.0,0.12,cash,BSL
25/05/15,2014.0,0.05,cash,BSL
12/06/24,2023.0,0.1,cash,BSP
23/06/23,2022.0,0.05,cash,BSP
24/05/22,2021.0,0.15,cash,BSP
13/01/22,2021.0,0.05,cash,BSP
14/06/21,2020.0,0.1,cash,BSP
12/01/21,2020.0,0.05,cash,BSP
10/08/20,2019.0,0.1,cash,BSP
14/10/19,2019.0,0.15,cash,BSP
22/04/19,2018.0,0.2,cash,BSP
12/11/18,2018.0,0.1,cash,BSP
14/06/18,2017.0,0.2,cash,BSP
04/01/18,2017.0,0.1,cash,BSP
14/06/17,2016.0,0.25,cash,BSP
31/12/15,2015.0,0.25,cash,BSP
31/12/14,2014.0,0.2,cash,BSP
10/12/24,2024.0,0.05,cash,BSQ
22/05/24,2023.0,0.15,cash,BSQ
09/06/23,2022.0,0.15,cash,BSQ
17/11/22,2022.0,0.1,cash,BSQ
02/06/22,2021.0,0.15,cash,BSQ
19/08/21,2020.0,0.15,cash,BSQ
18/08/20,2019.0,0.15,cash,BSQ
23/05/19,2018.0,0.22,cash,BSQ
06/07/18,2017.0,0.1,cash,BSQ
16/01/18,2017.0,0.1,cash,BSQ
17/05/17,2016.0,0.15,cash,BSQ
25/05/16,2015.0,0.12,cash,BSQ
05/05/15,2014.0,0.09,cash,BSQ
14/10/24,2023.0,0.07,cash,BSR
22/08/23,2022.0,0.07,cash,BSR
26/07/22,2021.0,0.03,cash,BSR
15/01/24,2022.0,0.01,cash,BST
15/01/24,2023.0,0.12,cash,BST
31/01/23,2022.0,0.11,cash,BST
06/01/22,2021.0,0.1,cash,BST
21/01/21,2020.0,0.1,cash,BST
03/01/20,2019.0,0.1,cash,BST
09/01/19,2018.0,0.1,cash,BST
01/02/18,2017.0,0.05,cash,BST
30/10/17,2017.0,0.05,cash,BST
21/02/17,2016.0,0.06,cash,BST
05/10/16,2016.0,0.05,cash,BST
19/01/16,2015.0,0.06,cash,BST
21/09/15,2015.0,0.06,cash,BST
30/12/14,2014.0,0.09,cash,BST
17/09/14,2014.0,0.05,cash,BST
13/06/24,2023.0,0.08,cash,BT1
30/10/23,2023.0,0.08,share,BT1
29/06/22,2021.0,0.135,cash,BT1
17/05/21,2020.0,0.16,cash,BT1
19/06/20,2019.0,0.16,cash,BT1
17/05/19,2018.0,0.16,cash,BT1
14/05/18,2017.0,0.16,cash,BT1
16/05/17,2016.0,0.16,cash,BT1
11/05/16,2015.0,0.16,cash,BT1
18/05/15,2014.0,0.17,cash,BT1
13/05/14,2013.0,0.16,cash,BT1
08/05/13,2011.0,0.025,cash,BT6
10/01/13,2011.0,0.025,cash,BT6
12/12/11,2010.0,0.05,cash,BT6
10/10/11,2010.0,0.05,cash,BT6
04/05/10,2009.0,0.18,cash,BT6
24/04/09,2008.0,0.09,cash,BT6
26/08/08,2008.0,0.06,cash,BT6
15/05/08,2007.0,0.08,cash,BT6
19/10/07,2007.0,0.1,share,BT6
30/01/07,2006.0,0.08,cash,BT6
31/07/06,2006.0,0.08,cash,BT6
28/02/06,2005.0,0.08,cash,BT6
15/08/05,2005.0,0.07,cash,BT6
10/03/05,2004.0,0.08,cash,BT6
12/08/04,2004.0,0.07,cash,BT6
07/11/24,2023.0,0.07,cash,BTD
10/07/24,2022.0,0.08,cash,BTD
11/12/23,2022.0,0.07,cash,BTD
03/11/22,2021.0,0.3,cash,BTD
01/11/21,2020.0,0.4,cash,BTD
12/11/20,2019.0,0.4,cash,BTD
09/10/19,2018.0,0.2,cash,BTD
06/08/18,2017.0,0.1,cash,BTD
18/08/17,2016.0,0.05,cash,BTD
20/12/16,2016.0,0.07,cash,BTD
05/07/16,2015.0,0.13,cash,BTD
10/12/15,2015.0,0.07,cash,BTD
15/05/15,2014.0,0.09,cash,BTD
26/01/15,2014.0,0.06,cash,BTD
25/06/10,2010.0,0.25,share,BTD
21/05/19,2018.0,0.015,cash,BTG
09/05/18,2017.0,0.04,cash,BTG
08/05/17,2016.0,0.02,cash,BTG
14/04/16,2015.0,0.08,cash,BTG
15/04/15,2014.0,0.15,cash,BTG
19/05/14,2013.0,0.07,cash,BTG
28/03/14,2013.0,0.25,cash,BTG
25/04/13,2012.0,0.21,cash,BTG
06/03/13,2012.0,0.22,cash,BTG
11/05/12,2011.0,0.05,cash,BTG
15/02/12,2011.0,0.2,cash,BTG
10/03/11,2010.0,0.2,cash,BTG
09/06/10,2009.0,0.038,cash,BTG
20/09/24,2023.0,0.07,cash,BTH
20/09/24,2024.0,0.1,cash,BTH
01/03/12,2011.0,0.07,cash,BTH
10/05/11,2010.0,0.08,cash,BTH
27/11/08,2008.0,0.12,cash,BTH
13/02/08,2007.0,0.12,cash,BTH
11/03/19,2018.0,0.025,cash,BTN
12/01/18,2017.0,0.06,cash,BTN
31/12/16,2016.0,0.05,cash,BTN
31/12/15,2015.0,0.1,cash,BTN
31/12/14,2014.0,0.12,cash,BTN
07/10/24,2023.0,0.015,cash,BTP
14/03/24,2023.0,0.265,cash,BTP
19/12/23,2023.0,0.048,cash,BTP
14/09/23,2022.0,0.12,cash,BTP
07/10/22,2021.0,0.15,cash,BTP
17/09/21,2020.0,0.11,cash,BTP
14/09/20,2019.0,0.11,cash,BTP
02/08/19,2018.0,0.05,cash,BTP
25/12/18,2018.0,0.05,cash,BTP
12/11/18,2017.0,0.109,cash,BTP
22/05/18,2017.0,0.1,cash,BTP
27/06/17,2016.0,0.1,cash,BTP
21/06/16,2015.0,0.1,cash,BTP
29/07/15,2014.0,0.1,cash,BTP
11/07/14,2013.0,0.08,cash,BTP
06/09/23,2022.0,0.03,cash,BTS
09/09/22,2021.0,0.04,cash,BTS
25/09/20,2020.0,0.03,share,BTS
16/09/11,2010.0,0.05,cash,BTS
01/07/10,2009.0,0.09,cash,BTS
27/05/09,2008.0,0.085,cash,BTS
04/09/08,2007.0,0.07,cash,BTS
26/09/07,2006.0,0.047,cash,BTS
04/09/24,2023.0,0.2,cash,BTT
04/09/24,2023.0,0.135,cash,BTT
20/07/23,2022.0,0.2,cash,BTT
03/08/22,2021.0,0.07,cash,BTT
28/10/21,2020.0,0.07,cash,BTT
26/08/20,2019.0,0.1,cash,BTT
06/12/19,2019.0,0.08,cash,BTT
13/09/19,2018.0,0.05,cash,BTT
07/09/18,2017.0,0.07,cash,BTT
