exercise_date,cash_year,cash_dividend_percentage,issue_method,Symbol
27/06/24,2023.0,0.025,cash,TYA
29/06/23,2022.0,0.04,cash,TYA
01/07/22,2021.0,0.09,cash,TYA
15/06/21,2020.0,0.175,cash,TYA
06/08/20,2019.0,0.23,cash,TYA
11/06/19,2018.0,0.177,cash,TYA
14/06/18,2017.0,0.27,cash,TYA
13/06/17,2016.0,0.12,cash,TYA
06/07/16,2016.0,0.1,share,TYA
27/05/15,2014.0,0.1,cash,TYA
04/07/08,2007.0,0.05,share,TYA
12/06/07,2007.0,0.1,share,TYA
03/07/06,2006.0,0.15,share,TYA
20/02/06,2006.0,0.15,share,TYA
28/11/18,2017.0,0.01,cash,UDC
06/10/11,2010.0,0.079,cash,UDC
24/09/24,2023.0,0.06,cash,UDJ
03/10/23,2022.0,0.13,cash,UDJ
16/09/22,2021.0,0.13,cash,UDJ
15/06/21,2020.0,0.13,cash,UDJ
07/08/20,2019.0,0.12,cash,UDJ
11/06/19,2018.0,0.12,cash,UDJ
09/05/18,2017.0,0.1,cash,UDJ
14/04/17,2016.0,0.05,cash,UDJ
03/06/16,2015.0,0.07,cash,UDJ
04/08/15,2014.0,0.11,cash,UDJ
04/06/14,2013.0,0.11,cash,UDJ
29/05/13,2012.0,0.19,cash,UDJ
09/05/12,2011.0,0.19,cash,UDJ
29/03/11,2010.0,0.1,cash,UDJ
19/05/10,2009.0,0.07,cash,UDJ
29/08/23,2021.0,0.135,cash,UDL
07/05/24,2023.0,0.1,cash,UEM
04/05/23,2022.0,0.11,cash,UEM
04/05/22,2021.0,0.1,cash,UEM
25/05/21,2020.0,0.1,cash,UEM
05/05/20,2019.0,0.1,cash,UEM
23/04/19,2018.0,0.09,cash,UEM
26/04/18,2017.0,0.08,cash,UEM
18/05/17,2016.0,0.08,cash,UEM
31/05/16,2015.0,0.1,cash,UEM
30/05/22,2021.0,0.3,cash,UIC
28/05/21,2020.0,0.1,cash,UIC
18/12/20,2020.0,0.2,cash,UIC
28/05/20,2019.0,0.4,cash,UIC
27/12/19,2019.0,0.2,cash,UIC
23/05/19,2018.0,0.21,cash,UIC
13/12/18,2018.0,0.14,cash,UIC
24/05/18,2017.0,0.3,cash,UIC
19/05/17,2016.0,0.05,cash,UIC
15/02/17,2016.0,0.15,cash,UIC
24/05/16,2015.0,0.15,cash,UIC
10/07/15,2014.0,0.15,cash,UIC
06/05/14,2013.0,0.15,cash,UIC
09/05/13,2012.0,0.15,cash,UIC
29/05/12,2011.0,0.15,cash,UIC
22/05/24,2023.0,0.059,cash,UMC
23/05/23,2022.0,0.042,cash,UMC
21/12/22,2022.0,0.008,cash,UMC
23/05/22,2021.0,0.03,cash,UMC
14/06/21,2020.0,0.03,cash,UMC
24/06/20,2019.0,0.03,cash,UMC
14/05/19,2018.0,0.03,cash,UMC
30/05/18,2017.0,0.03,cash,UMC
28/08/12,2012.0,0.1,cash,UNI
26/09/11,2010.0,0.05,cash,UNI
28/06/10,2010.0,0.27,share,UNI
28/05/10,2010.0,0.1,cash,UNI
14/12/07,2007.0,0.05,cash,UNI
14/12/07,2007.0,0.12,share,UNI
14/03/07,2006.0,0.07,cash,UNI
08/08/06,2006.0,0.08,cash,UNI
24/09/24,2023.0,0.16,cash,UPC
09/08/23,2022.0,0.15,cash,UPC
29/08/22,2021.0,0.15,cash,UPC
30/08/21,2020.0,0.14,cash,UPC
23/07/20,2019.0,0.14,cash,UPC
19/09/19,2018.0,0.12,cash,UPC
28/09/18,2017.0,0.12,cash,UPC
02/10/17,2016.0,0.12,cash,UPC
27/06/16,2015.0,0.14,cash,UPC
06/11/15,2014.0,0.04,cash,UPC
02/04/15,2014.0,0.1,cash,UPC
11/09/14,2013.0,0.04,cash,UPC
18/07/19,2018.0,0.03,cash,UPH
13/07/18,2017.0,0.03,cash,UPH
21/06/17,2016.0,0.02,cash,UPH
14/07/16,2015.0,0.02,cash,UPH
31/12/14,2014.0,0.08,cash,UPH
31/12/13,2013.0,0.07,cash,UPH
11/10/24,2023.0,0.011,cash,USC
12/10/23,2022.0,0.032,cash,USC
04/10/22,2021.0,0.035,cash,USC
30/09/21,2020.0,0.037,cash,USC
29/09/20,2019.0,0.046,cash,USC
10/10/19,2018.0,0.046,cash,USC
08/11/18,2017.0,0.046,cash,USC
13/11/17,2016.0,0.046,cash,USC
31/12/15,2015.0,0.042,cash,USC
12/06/24,2023.0,0.076,cash,USD
19/02/24,2023.0,0.104,cash,USD
12/09/23,2021.0,0.044,cash,USD
13/07/23,2022.0,0.074,cash,USD
01/02/23,2022.0,0.096,cash,USD
01/07/22,2021.0,0.032,cash,USD
21/02/22,2021.0,0.088,cash,USD
17/05/21,2020.0,0.11,cash,USD
29/06/20,2019.0,0.02,cash,USD
14/05/20,2019.0,0.08,cash,USD
10/05/19,2018.0,0.085,cash,USD
09/11/10,2009.0,0.14,cash,V11
09/11/10,2010.0,0.08,cash,V11
30/07/09,2008.0,0.01,cash,V11
27/05/24,2023.0,0.06,cash,V12
30/08/23,2022.0,0.06,cash,V12
27/03/23,2021.0,0.1,cash,V12
24/08/21,2020.0,0.12,cash,V12
23/11/20,2019.0,0.12,cash,V12
29/08/19,2018.0,0.12,cash,V12
17/08/18,2017.0,0.12,cash,V12
14/06/17,2016.0,0.02,cash,V12
29/12/16,2016.0,0.1,cash,V12
15/06/16,2015.0,0.12,cash,V12
26/06/15,2014.0,0.13,cash,V12
18/06/14,2013.0,0.12,cash,V12
24/05/13,2012.0,0.12,cash,V12
25/04/12,2011.0,0.12,cash,V12
25/10/11,2010.0,0.03,cash,V12
23/02/12,2010.0,0.07,cash,V15
08/11/10,2010.0,0.1,cash,V15
04/10/10,2009.0,0.16,cash,V15
29/07/16,2016.0,0.043,share,V21
05/07/12,2011.0,0.14,cash,V21
20/09/11,2010.0,0.14,cash,V21
19/01/22,2022.0,0.214,share,VAB
30/05/24,2023.0,0.1,cash,VAF
07/06/23,2022.0,0.09,cash,VAF
07/07/22,2021.0,0.015,cash,VAF
25/03/22,2021.0,0.05,cash,VAF
09/07/21,2020.0,0.055,cash,VAF
24/06/20,2019.0,0.02,cash,VAF
11/12/18,2018.0,0.05,cash,VAF
04/12/18,2018.0,0.05,cash,VAF
13/06/18,2017.0,0.07,cash,VAF
14/11/17,2017.0,0.05,cash,VAF
12/07/17,2016.0,0.05,cash,VAF
29/11/16,2016.0,0.05,cash,VAF
30/05/16,2015.0,0.05,cash,VAF
09/12/15,2015.0,0.1,cash,VAF
31/08/12,2012.0,0.07,share,VAF
21/05/24,2023.0,0.12,cash,VAV
10/05/23,2022.0,0.12,cash,VAV
16/06/22,2021.0,0.125,cash,VAV
26/10/21,2021.0,1.0,share,VAV
24/05/21,2020.0,0.25,cash,VAV
29/05/20,2019.0,0.25,cash,VAV
11/09/19,2018.0,0.25,cash,VAV
28/03/19,2018.0,0.25,cash,VAV
13/04/18,2017.0,0.2,cash,VAV
12/01/18,2017.0,0.3,cash,VAV
31/12/16,2016.0,0.3,cash,VAV
31/12/15,2015.0,0.3,cash,VAV
31/12/14,2014.0,0.3,cash,VAV
28/11/24,2024.0,0.25,share,VBB
10/06/21,2021.0,0.14,share,VBB
24/05/24,2023.0,0.18,cash,VBC
25/05/23,2022.0,0.18,cash,VBC
27/06/22,2021.0,0.18,cash,VBC
09/06/21,2020.0,0.18,cash,VBC
29/06/20,2019.0,0.18,cash,VBC
30/05/19,2018.0,0.12,cash,VBC
17/05/18,2017.0,0.2,cash,VBC
06/07/17,2016.0,0.5,cash,VBC
25/05/16,2015.0,0.7,cash,VBC
18/05/15,2014.0,0.5,cash,VBC
08/04/14,2013.0,0.5,cash,VBC
16/04/13,2012.0,0.1,cash,VBC
08/01/13,2012.0,0.15,cash,VBC
15/05/12,2011.0,0.17,cash,VBC
13/04/11,2010.0,0.15,cash,VBC
15/05/24,2023.0,0.01,cash,VBG
18/05/23,2022.0,0.035,cash,VBG
13/05/21,2020.0,0.035,cash,VBG
09/06/20,2019.0,0.03,cash,VBG
24/05/18,2017.0,0.05,cash,VBG
17/05/17,2016.0,0.045,cash,VBG
15/05/13,2012.0,0.07,cash,VBH
01/06/12,2011.0,0.1,cash,VBH
14/06/11,2010.0,0.1,cash,VBH
21/05/10,2009.0,0.06,cash,VBH
08/04/09,2008.0,0.03,cash,VBH
18/03/08,2007.0,0.05,cash,VBH
23/07/19,2018.0,0.12,cash,VC1
15/06/18,2017.0,0.12,cash,VC1
23/05/17,2016.0,0.2,cash,VC1
19/02/16,2015.0,0.16,cash,VC1
24/02/15,2014.0,0.16,cash,VC1
30/05/14,2013.0,0.09,cash,VC1
26/02/14,2013.0,0.16,cash,VC1
08/05/13,2012.0,0.2,cash,VC1
21/05/12,2011.0,0.04,cash,VC1
02/03/12,2011.0,0.16,cash,VC1
27/05/11,2010.0,0.02,cash,VC1
11/03/11,2010.0,0.16,cash,VC1
27/04/10,2009.0,0.03,cash,VC1
08/03/10,2009.0,0.15,cash,VC1
26/05/22,2022.0,0.18,share,VC2
19/05/21,2019.0,0.12,cash,VC2
26/05/20,2018.0,0.1,cash,VC2
19/06/18,2017.0,0.1,cash,VC2
15/06/17,2016.0,0.1,cash,VC2
19/07/16,2015.0,0.12,cash,VC2
26/05/15,2014.0,0.12,cash,VC2
08/05/14,2013.0,0.1,cash,VC2
30/05/13,2012.0,0.15,cash,VC2
01/06/12,2011.0,0.03,cash,VC2
08/11/11,2011.0,0.15,cash,VC2
23/02/11,2010.0,0.18,cash,VC2
18/03/10,2009.0,0.18,cash,VC2
16/03/09,2008.0,0.03,cash,VC2
01/04/08,2008.0,0.175,share,VC2
17/07/24,2024.0,0.12,share,VC3
29/06/23,2023.0,0.05,share,VC3
29/06/23,2023.0,0.065,share,VC3
29/07/21,2021.0,0.025,share,VC3
29/07/21,2021.0,0.07,share,VC3
08/11/19,2019.0,0.15,share,VC3
11/04/17,2016.0,0.05,cash,VC3
11/04/17,2017.0,0.29,share,VC3
06/06/16,2015.0,0.08,cash,VC3
06/06/16,2016.0,0.1,share,VC3
22/09/15,2014.0,0.15,cash,VC3
25/06/14,2013.0,0.05,cash,VC3
20/05/14,2013.0,0.05,cash,VC3
13/11/13,2012.0,0.05,cash,VC3
10/09/13,2012.0,0.05,cash,VC3
23/09/14,2013.0,0.1,cash,VC5
25/02/13,2012.0,0.1,cash,VC5
10/10/12,2011.0,0.04,cash,VC5
20/02/12,2011.0,0.1,cash,VC5
10/03/11,2010.0,0.14,cash,VC5
08/03/10,2009.0,0.14,cash,VC5
04/03/09,2008.0,0.14,cash,VC5
11/03/08,2007.0,0.13,cash,VC5
18/07/24,2023.0,0.05,cash,VC6
18/07/24,2024.0,0.1,share,VC6
04/05/23,2022.0,0.1,cash,VC6
11/07/22,2022.0,0.1,share,VC6
25/02/21,2020.0,0.06,cash,VC6
24/03/20,2019.0,0.09,cash,VC6
08/03/19,2018.0,0.09,cash,VC6
29/03/18,2017.0,0.09,cash,VC6
02/03/17,2016.0,0.09,cash,VC6
30/05/16,2015.0,0.025,cash,VC6
10/03/15,2014.0,0.09,cash,VC6
25/02/14,2013.0,0.08,cash,VC6
21/02/13,2012.0,0.08,cash,VC6
19/04/12,2011.0,0.004,cash,VC6
02/03/12,2011.0,0.09,cash,VC6
18/09/20,2020.0,0.05,share,VC7
01/08/19,2018.0,0.05,cash,VC7
01/08/19,2019.0,0.04,share,VC7
25/05/18,2017.0,0.15,cash,VC7
13/04/17,2016.0,0.1,cash,VC7
19/04/16,2015.0,0.07,cash,VC7
24/04/15,2014.0,0.05,cash,VC7
23/02/12,2011.0,0.1,cash,VC7
15/03/11,2010.0,0.16,cash,VC7
09/08/10,2009.0,0.03,cash,VC7
02/02/10,2009.0,0.12,cash,VC7
31/03/09,2008.0,0.15,cash,VC7
20/03/08,2007.0,0.107,cash,VC7
15/08/19,2018.0,0.09,cash,VC9
12/06/18,2017.0,0.1,cash,VC9
16/06/17,2016.0,0.1,cash,VC9
16/06/16,2015.0,0.1,cash,VC9
24/06/15,2014.0,0.1,cash,VC9
11/06/14,2013.0,0.1,cash,VC9
13/05/13,2012.0,0.14,cash,VC9
19/04/12,2011.0,0.015,cash,VC9
11/11/11,2011.0,0.11,cash,VC9
31/12/10,2010.0,0.16,cash,VC9
10/03/10,2009.0,0.16,cash,VC9
17/06/22,2021.0,0.3,cash,VCA
07/06/21,2020.0,0.1,cash,VCA
16/06/20,2019.0,0.15,cash,VCA
16/05/19,2018.0,0.2,cash,VCA
29/01/19,2018.0,0.1,cash,VCA
24/04/18,2017.0,0.3,cash,VCA
28/04/17,2016.0,0.15,cash,VCA
04/05/16,2015.0,0.15,cash,VCA
19/05/15,2014.0,0.03,cash,VCA
17/04/13,2012.0,0.025,cash,VCA
18/04/12,2011.0,0.03,cash,VCA
18/05/11,2010.0,0.05,cash,VCA
25/07/23,2023.0,0.181,share,VCB
22/12/21,2022.0,0.276,share,VCB
22/12/21,2020.0,0.12,cash,VCB
21/12/20,2019.0,0.08,cash,VCB
30/12/19,2018.0,0.08,cash,VCB
05/10/18,2017.0,0.08,cash,VCB
28/09/17,2016.0,0.08,cash,VCB
09/09/16,2015.0,0.1,cash,VCB
26/06/15,2014.0,0.1,cash,VCB
18/06/14,2013.0,0.12,cash,VCB
26/02/13,2012.0,0.12,cash,VCB
24/02/12,2011.0,0.12,cash,VCB
18/07/11,2011.0,0.12,share,VCB
10/03/10,2009.0,0.12,cash,VCB
01/12/08,2008.0,0.12,cash,VCB
07/06/24,2023.0,0.035,cash,VCC
19/06/23,2022.0,0.07,cash,VCC
20/06/22,2021.0,0.06,cash,VCC
22/07/21,2020.0,0.05,cash,VCC
24/12/20,2019.0,0.1,cash,VCC
19/04/19,2018.0,0.1,cash,VCC
19/04/18,2017.0,0.1,cash,VCC
24/04/17,2016.0,0.08,cash,VCC
08/12/16,2016.0,0.08,cash,VCC
19/04/16,2015.0,0.22,cash,VCC
20/04/15,2014.0,0.2,cash,VCC
31/03/14,2013.0,0.18,cash,VCC
01/04/13,2012.0,0.18,cash,VCC
29/03/12,2011.0,0.18,cash,VCC
29/04/11,2010.0,0.05,cash,VCC
06/09/24,2023.0,2.5,cash,VCF
15/12/21,2021.0,2.5,cash,VCF
19/10/20,2020.0,2.5,cash,VCF
16/08/19,2018.0,2.4,cash,VCF
08/01/18,2017.0,6.6,cash,VCF
28/05/14,2013.0,0.12,cash,VCF
03/12/13,2013.0,0.08,cash,VCF
06/06/13,2012.0,0.12,cash,VCF
17/10/12,2012.0,0.08,cash,VCF
08/05/12,2011.0,0.12,cash,VCF
28/09/11,2011.0,0.08,cash,VCF
27/04/11,2010.0,0.09,cash,VCF
31/07/10,2010.0,0.06,cash,VCF
25/06/10,2010.0,0.25,share,VCF
01/07/08,2008.0,0.0,share,VCF
14/06/24,2024.0,0.12,share,VCG
14/06/23,2023.0,0.1,share,VCG
30/06/22,2022.0,0.1,share,VCG
24/05/22,2021.0,0.12,cash,VCG
21/09/21,2020.0,0.06,cash,VCG
21/09/21,2021.0,0.06,cash,VCG
11/01/21,2019.0,0.06,cash,VCG
11/01/21,2020.0,0.06,cash,VCG
30/12/19,2018.0,0.02,cash,VCG
14/02/19,2018.0,0.1,cash,VCG
09/07/18,2017.0,0.04,cash,VCG
27/12/17,2017.0,0.08,cash,VCG
11/07/17,2016.0,0.08,cash,VCG
16/06/16,2015.0,0.07,cash,VCG
04/06/15,2014.0,0.06,cash,VCG
15/08/24,2024.0,0.04,cash,VCI
15/05/23,2022.0,0.05,cash,VCI
27/12/22,2022.0,0.07,cash,VCI
17/08/22,2022.0,0.3,share,VCI
17/12/21,2021.0,0.12,cash,VCI
29/04/21,2020.0,0.2,cash,VCI
22/12/20,2020.0,0.1,cash,VCI
16/07/20,2019.0,0.15,cash,VCI
16/05/19,2018.0,0.07,cash,VCI
25/01/19,2018.0,0.07,cash,VCI
10/07/18,2017.0,0.1,cash,VCI
31/12/16,2016.0,0.12,cash,VCI
31/12/15,2015.0,0.14,cash,VCI
04/05/15,2014.0,0.09,cash,VCI
15/05/14,2014.0,0.05,cash,VCI
14/11/24,2024.0,0.9,share,VCM
13/05/22,2021.0,0.1,cash,VCM
25/02/21,2020.0,0.1,cash,VCM
31/01/20,2019.0,0.2,cash,VCM
09/05/19,2018.0,0.2,cash,VCM
14/06/18,2017.0,0.28,cash,VCM
29/06/17,2016.0,0.05,cash,VCM
16/12/16,2016.0,0.2,cash,VCM
20/04/16,2015.0,0.1,cash,VCM
29/12/15,2015.0,0.15,cash,VCM
08/04/15,2014.0,0.2,cash,VCM
09/05/14,2013.0,0.3,cash,VCM
01/08/13,2012.0,0.1,cash,VCM
12/12/12,2012.0,0.1,cash,VCM
07/05/12,2011.0,0.12,cash,VCM
21/01/22,2022.0,0.114,share,VCP
29/04/21,2021.0,0.32,share,VCP
11/07/19,2018.0,0.2,cash,VCP
29/11/18,2018.0,0.15,cash,VCP
07/06/18,2017.0,0.22,cash,VCP
22/11/17,2016.0,0.15,cash,VCP
28/10/16,2015.0,0.13,cash,VCP
07/10/15,2015.0,0.1,cash,VCP
28/05/15,2014.0,0.13,cash,VCP
29/12/14,2014.0,0.1,cash,VCP
06/08/14,2013.0,0.09,cash,VCP
29/03/12,2010.0,0.15,cash,VCR
12/12/24,2024.0,0.2,cash,VCS
19/06/24,2024.0,0.2,cash,VCS
01/12/23,2023.0,0.2,cash,VCS
16/06/23,2023.0,0.2,cash,VCS
02/12/22,2022.0,0.3,cash,VCS
02/06/22,2022.0,0.3,cash,VCS
09/12/21,2021.0,0.2,cash,VCS
14/06/21,2021.0,0.2,cash,VCS
04/12/20,2020.0,0.2,cash,VCS
21/02/20,2019.0,0.2,cash,VCS
20/08/19,2019.0,0.2,cash,VCS
03/06/19,2019.0,0.2,cash,VCS
06/12/18,2018.0,0.1,cash,VCS
12/07/18,2018.0,0.1,cash,VCS
04/04/18,2018.0,1.0,share,VCS
25/04/12,2011.0,0.2,cash,VCT
27/04/11,2010.0,0.15,cash,VCT
27/11/23,2022.0,0.05,cash,VCW
27/11/23,2023.0,0.05,cash,VCW
14/09/22,2022.0,0.1,cash,VCW
14/06/22,2021.0,0.2,cash,VCW
06/09/19,2019.0,0.08,cash,VCW
07/05/19,2018.0,0.03,cash,VCW
07/05/19,2019.0,0.02,cash,VCW
15/03/19,2018.0,0.07,cash,VCW
15/05/18,2017.0,0.15,cash,VCW
03/05/17,2016.0,0.15,cash,VCW
26/05/16,2015.0,0.15,cash,VCW
07/05/24,2023.0,0.534,cash,VDB
09/05/23,2022.0,0.508,cash,VDB
17/05/22,2021.0,0.249,cash,VDB
19/01/22,2022.0,0.1,share,VDB
20/05/21,2020.0,0.238,cash,VDB
21/07/20,2019.0,0.328,cash,VDB
21/07/20,2020.0,0.3,share,VDB
04/06/19,2018.0,0.208,cash,VDB
19/12/19,2018.0,0.1,cash,VDL
24/09/18,2017.0,0.1,cash,VDL
28/09/17,2016.0,0.1,cash,VDL
14/07/16,2016.0,0.18,share,VDL
02/07/15,2015.0,0.15,share,VDL
16/05/14,2014.0,0.25,share,VDL
13/06/13,2012.0,0.06,cash,VDL
27/12/12,2012.0,0.18,share,VDL
14/06/12,2011.0,0.16,cash,VDL
11/11/11,2011.0,0.12,cash,VDL
23/05/11,2010.0,0.15,cash,VDL
06/01/11,2011.0,0.12,share,VDL
19/05/10,2009.0,0.12,cash,VDL
07/09/09,2009.0,0.1,cash,VDL
18/05/09,2008.0,0.07,cash,VDL
07/08/24,2023.0,0.2,cash,VDN
01/08/23,2022.0,0.2,cash,VDN
01/08/22,2021.0,0.1,cash,VDN
19/11/21,2020.0,0.1,cash,VDN
04/08/20,2019.0,0.2,cash,VDN
02/05/19,2018.0,0.2,cash,VDN
10/05/18,2017.0,0.2,cash,VDN
10/05/17,2016.0,0.2,cash,VDN
22/02/16,2015.0,0.2,cash,VDN
13/12/24,2024.0,0.1,cash,VDP
08/03/24,2023.0,0.15,cash,VDP
22/12/23,2023.0,0.1,cash,VDP
14/03/23,2022.0,0.15,cash,VDP
28/11/22,2022.0,0.1,cash,VDP
25/03/22,2021.0,0.2,cash,VDP
22/03/21,2020.0,0.1,cash,VDP
14/09/20,2020.0,0.1,cash,VDP
30/03/20,2019.0,0.18,cash,VDP
01/04/19,2018.0,0.2,cash,VDP
19/03/18,2017.0,0.12,cash,VDP
09/10/17,2017.0,0.1,cash,VDP
22/03/17,2016.0,0.2,cash,VDP
22/03/16,2015.0,0.1,cash,VDP
24/08/15,2015.0,0.08,cash,VDP
21/06/24,2024.0,0.115,share,VDS
29/07/22,2022.0,0.35,share,VDS
08/07/21,2021.0,0.05,share,VDS
18/01/21,2020.0,0.03,cash,VDS
23/12/19,2019.0,0.03,cash,VDS
16/05/19,2018.0,0.02,cash,VDS
16/01/19,2018.0,0.05,cash,VDS
18/06/18,2018.0,0.1,share,VDS
26/04/17,2016.0,0.06,cash,VDS
21/06/24,2023.0,0.1,cash,VDT
11/05/22,2021.0,0.2,cash,VDT
13/05/21,2020.0,0.15,cash,VDT
14/07/20,2019.0,0.13,cash,VDT
08/05/19,2018.0,0.2,cash,VDT
26/04/18,2017.0,0.15,cash,VDT
15/05/17,2016.0,0.13,cash,VDT
13/05/16,2015.0,0.125,cash,VDT
22/04/15,2014.0,0.13,cash,VDT
19/05/14,2013.0,0.085,cash,VDT
12/04/13,2012.0,0.045,cash,VDT
08/06/11,2010.0,0.12,cash,VDT
19/08/21,2020.0,0.07,cash,VE2
10/09/18,2017.0,0.05,cash,VE2
05/09/17,2016.0,0.17,cash,VE2
30/08/16,2015.0,0.2,cash,VE2
10/08/15,2014.0,0.15,cash,VE2
23/06/14,2013.0,0.17,cash,VE2
17/11/11,2011.0,0.1,share,VE2
09/07/18,2017.0,0.13,cash,VE3
07/07/17,2016.0,0.18,cash,VE3
18/07/16,2015.0,0.18,cash,VE3
08/07/15,2014.0,0.18,cash,VE3
25/06/14,2013.0,0.13,cash,VE3
26/06/13,2012.0,0.12,cash,VE3
27/06/12,2011.0,0.11,cash,VE3
06/05/11,2010.0,0.11,cash,VE3
09/06/20,2019.0,0.04,cash,VE4
27/05/19,2018.0,0.04,cash,VE4
04/06/18,2017.0,0.1,cash,VE4
18/05/17,2016.0,0.2,cash,VE4
09/06/16,2015.0,0.16,cash,VE4
19/05/15,2014.0,0.25,cash,VE4
17/09/14,2013.0,0.1,cash,VE4
16/08/13,2012.0,0.08,cash,VE4
31/03/10,2010.0,0.1,share,VE4
07/06/17,2016.0,0.15,cash,VE8
14/06/16,2015.0,0.15,cash,VE8
18/05/15,2014.0,0.15,cash,VE8
28/05/14,2013.0,0.036,cash,VE8
30/08/10,2010.0,0.061,share,VE8
29/08/17,2017.0,0.6,cash,VE9
04/07/16,2016.0,0.08,share,VE9
10/12/14,2014.0,0.09,share,VE9
06/01/14,2012.0,0.06,cash,VE9
29/07/11,2010.0,0.18,cash,VE9
07/06/10,2010.0,0.15,share,VE9
02/07/09,2009.0,0.03,share,VE9
23/09/08,2008.0,0.07,cash,VE9
04/03/08,2007.0,0.065,cash,VE9
19/11/24,2023.0,0.504,cash,VEA
17/11/23,2022.0,0.419,cash,VEA
28/10/22,2021.0,0.449,cash,VEA
12/10/21,2020.0,0.046,cash,VEA
15/07/21,2020.0,0.499,cash,VEA
04/01/21,2019.0,0.525,cash,VEA
25/12/19,2018.0,0.388,cash,VEA
08/08/18,2017.0,0.037,cash,VEA
13/12/18,2017.0,0.05,cash,VEC
05/12/17,2016.0,0.06,cash,VEC
31/12/14,2014.0,0.04,cash,VEC
31/12/13,2013.0,0.065,cash,VEC
31/12/12,2012.0,0.06,cash,VEC
21/03/24,2022.0,0.004,cash,VET
29/09/23,2022.0,0.2,cash,VET
27/09/22,2021.0,0.266,cash,VET
08/10/21,2020.0,0.25,cash,VET
07/10/20,2019.0,0.28,cash,VET
06/09/19,2018.0,0.4,cash,VET
10/09/18,2017.0,0.414,cash,VET
31/12/16,2016.0,0.13,cash,VET
31/12/15,2015.0,0.1,cash,VET
31/12/14,2014.0,0.08,cash,VET
03/06/24,2023.0,0.08,cash,VFC
28/08/23,2022.0,0.15,cash,VFC
28/10/14,2013.0,0.07,cash,VFC
28/10/14,2014.0,0.09,cash,VFC
28/10/14,2014.0,0.11,cash,VFC
01/08/14,2013.0,0.065,cash,VFC
27/12/12,2011.0,0.06,cash,VFC
07/07/09,2008.0,0.04,cash,VFC
12/05/08,2007.0,0.1,cash,VFC
10/04/07,2006.0,0.05,cash,VFC
16/08/06,2006.0,0.1,cash,VFC
08/08/24,2024.0,0.1,cash,VFG
29/05/24,2023.0,0.1,cash,VFG
06/02/24,2023.0,0.1,cash,VFG
09/08/23,2023.0,0.1,cash,VFG
18/05/23,2022.0,0.15,cash,VFG
07/02/23,2022.0,0.1,cash,VFG
04/08/22,2022.0,0.1,cash,VFG
23/05/22,2021.0,0.15,cash,VFG
19/08/21,2021.0,0.1,cash,VFG
03/06/21,2020.0,0.2,cash,VFG
06/11/20,2020.0,0.1,cash,VFG
05/08/20,2019.0,0.05,cash,VFG
14/02/20,2019.0,0.1,cash,VFG
22/08/19,2019.0,0.1,cash,VFG
13/05/19,2018.0,0.2,cash,VFG
27/06/18,2017.0,0.12,cash,VFR
13/08/14,2013.0,0.05,cash,VFR
24/06/11,2010.0,0.1,cash,VFR
05/05/10,2009.0,0.06,cash,VFR
12/05/09,2008.0,0.08,cash,VFR
09/05/08,2006.0,0.15,cash,VFR
21/10/24,2023.0,0.125,cash,VGC
29/09/23,2023.0,0.1,cash,VGC
31/05/23,2022.0,0.1,cash,VGC
27/09/22,2022.0,0.1,cash,VGC
17/05/22,2021.0,0.15,cash,VGC
24/05/21,2020.0,0.11,cash,VGC
07/07/20,2019.0,0.11,cash,VGC
17/07/19,2018.0,0.1,cash,VGC
09/08/18,2017.0,0.095,cash,VGC
30/08/17,2016.0,0.095,cash,VGC
09/08/16,2015.0,0.04,cash,VGC
05/12/24,2024.0,0.15,cash,VGG
22/05/24,2023.0,0.25,cash,VGG
22/05/23,2022.0,0.25,cash,VGG
19/05/22,2021.0,0.02,cash,VGG
22/03/22,2021.0,0.1,cash,VGG
14/05/21,2020.0,0.2,cash,VGG
17/12/20,2019.0,0.4,cash,VGG
03/04/19,2018.0,0.35,cash,VGG
03/04/18,2017.0,0.35,cash,VGG
23/03/17,2016.0,0.3,cash,VGG
24/03/16,2015.0,0.3,cash,VGG
06/04/15,2014.0,0.3,cash,VGG
31/03/14,2013.0,0.25,cash,VGG
07/05/12,2011.0,0.25,cash,VGG
31/12/15,2015.0,0.1,cash,VGI
12/06/15,2014.0,0.1,cash,VGI
31/12/13,2013.0,0.15,cash,VGI
31/12/12,2012.0,0.15,cash,VGI
03/06/24,2023.0,0.15,cash,VGL
07/06/23,2022.0,0.2,cash,VGL
09/05/22,2021.0,0.2,cash,VGL
29/04/21,2020.0,0.18,cash,VGL
08/05/20,2019.0,0.13,cash,VGL
21/05/19,2018.0,0.15,cash,VGL
24/05/18,2017.0,0.17,cash,VGL
09/06/17,2016.0,0.15,cash,VGL
09/06/16,2015.0,0.15,cash,VGL
31/12/14,2014.0,0.12,cash,VGL
29/08/24,2022.0,0.06,cash,VGP
23/11/23,2021.0,0.07,cash,VGP
07/10/22,2020.0,0.07,cash,VGP
31/08/20,2018.0,0.05,cash,VGP
31/08/20,2019.0,0.05,cash,VGP
27/11/18,2017.0,0.1,cash,VGP
10/11/16,2016.0,0.08,cash,VGP
17/02/16,2015.0,0.15,cash,VGP
08/09/15,2015.0,0.15,cash,VGP
14/04/15,2014.0,0.07,cash,VGP
13/08/14,2014.0,0.08,cash,VGP
24/03/14,2013.0,0.08,cash,VGP
16/07/13,2013.0,0.08,cash,VGP
10/04/13,2012.0,0.08,cash,VGP
