exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2,Tickers
HNX,Truyền thông,CT,250,83.0,4.0,4.0,2006.0,379,,27.0,35.0,157,Mĩ thuật và Truyền thông,https://adc.net.vn,256,5557,ADC
HOSE,Truyền thông,CT,726,462.0,2025-04-21 00:00:00,2025-04-21 00:00:00,2008.0,284,2025-03-02 00:00:00,-2.0,-33.0,-575,Clever Group,https://clevergroup.vn,255,5555,ADG
HOSE,Xây dựng và Vật liệu,CT,306,8.0,23.0,23.0,2000.0,150,2025-08-02 00:00:00,4.0,46.0,535,Sơn Á Đông,http://adongpaint.com.vn,180,2353,ADP
HOSE,Hàng cá nhân & Gia dụng,CT,3643,1.0,76.4,76.4,2006.0,498,2025-09-01 00:00:00,-7.0,-58.0,-361,Dệt sợi DAMSAN,http://damsanjsc.vn,226,3763,ADS
UPCOM,Bán lẻ,CT,2048,0.0,35.0,35.0,1996.0,198,2.0,-3.0,-122.0,-234,Xuất Nhập khẩu Nông sản Thực phẩm An Giang,https://afiex.com.vn,248,5337,AFX
UPCOM,Hàng cá nhân & Gia dụng,CT,196,0.0,2025-09-04 00:00:00,2025-09-04 00:00:00,2006.0,449,,-26.0,18.0,479,28.1 JSC,https://agtex281.com,226,3763,AG1
OTC,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,2025-09-19 00:00:00,2025-09-19 00:00:00,2011.0,915,,,,,Môi trường Đô thị An Giang,http://moitruongdothi.angiang.org.vn,199,2799,AGE
UPCOM,Thực phẩm và đồ uống,CT,0,5.0,2025-01-28 00:00:00,2025-01-28 00:00:00,2001.0,1616,2.0,3.0,177.0,35,Thủy sản An Giang,https://agifish.com.vn,217,3573,AGF
HOSE,Bất động sản,CT,3363,7.0,162.5,162.5,2012.0,94,2025-04-02 00:00:00,13.0,-0.04,-312,Bất động sản An Gia,https://www.angia.com.vn,336,8633,AGG
HOSE,Thực phẩm và đồ uống,CT,333,6.0,2025-02-18 00:00:00,2025-02-18 00:00:00,1976.0,111,2025-06-02 00:00:00,-33.0,-111.0,-564,XNK An Giang,http://www.angimex.com.vn,218,3577,AGM
UPCOM,Y tế,CT,774,0.0,2025-01-23 00:00:00,2025-01-23 00:00:00,1981.0,479,2025-03-02 00:00:00,0.0,17.0,606,Dược phẩm AGIMEXPHARM,https://agimexpharm.com,238,4577,AGP
HOSE,Dịch vụ tài chính,CK,3968,3.0,215.4,215.4,2000.0,148,2025-02-02 00:00:00,9.0,-22.0,-0.02,Agriseco,https://www.agriseco.com.vn,300,8777,AGR
UPCOM,Bán lẻ,CT,188,17.0,2025-08-10 00:00:00,2025-08-10 00:00:00,2006.0,956,2025-05-02 00:00:00,-66.0,-89.0,778,Nông sản Xuất khẩu Sài Gòn,http://www.agrexsaigon.com.vn,248,5337,AGX
UPCOM,Bảo hiểm,BH,0,751.0,100.0,100.0,2012.0,1711,2025-02-02 00:00:00,-12.0,16.0,-197,Bảo hiểm Hàng không,https://bhhk.com.vn,292,8536,AIC
HNX,Truyền thông,CT,544,31.0,2025-07-05 00:00:00,2025-02-06 00:00:00,1998.0,402,2025-06-02 00:00:00,11.0,24.0,-0.1,Văn hóa Tân Bình,https://alta.com.vn,256,5557,ALT
UPCOM,Xây dựng và Vật liệu,CT,477,3.0,2025-07-05 00:00:00,2025-07-05 00:00:00,2008.0,14,,-3.0,0.01,487,Xây dựng ALVICO,https://alvico.vn,181,2357,ALV
HNX,Tài nguyên Cơ bản,CT,160,28.0,2025-09-02 00:00:00,2025-09-02 00:00:00,2001.0,103,,3.0,-43.0,-101,Khoáng sản Á Châu,https://amcvina.vn/vi/,166,1775,AMC
UPCOM,Bất động sản,CT,16818,7.0,163.5,163.5,2007.0,248,2025-03-02 00:00:00,3.0,16.0,-76,FLC Stone,https://flcstone.vn,336,8633,AMD
HNX,Hàng & Dịch vụ Công nghiệp,CT,238,22.0,65.2,65.2,1995.0,181,2.0,3.0,39.0,-541,Cơ điện Alphanam,https://alphanamec.com.vn,187,2737,AME
UPCOM,Y tế,CT,194,0.0,13.0,13.0,2010.0,108,,17.0,39.0,-547,Armephaco,http://www.armephaco.com.vn,238,4577,AMP
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,2055,355.0,60.0,60.0,2008.0,1238,2025-03-02 00:00:00,-17.0,-0.07,-211,Xây dựng AMECC,https://amecc.com.vn,198,2797,AMS
HNX,Y tế,CT,12142,3.0,131.1,131.1,2002.0,17,2025-07-02 00:00:00,-64.0,-51.0,-708,Dược-TB Y tế Việt Mỹ,http://amvibiotech.com,235,4535,AMV
UPCOM,Thực phẩm và đồ uống,CT,423,2.0,2025-04-18 00:00:00,2025-04-18 00:00:00,2011.0,871,,-9.0,-25.0,0.79,Rau quả thực phẩm An Giang,http://www.antesco.com,218,3577,ANT
HOSE,Thực phẩm và đồ uống,CT,0,12.0,266.3,266.7,2006.0,6156,2.0,-3.0,-76.0,198,Thủy sản Nam Việt,https://navicorp.com.vn,217,3573,ANV
UPCOM,Y tế,CT,1467,0.15,2025-09-19 00:00:00,2025-01-20 00:00:00,2003.0,216,2025-05-02 00:00:00,-35.0,56.0,-401,Chiếu xạ An Phú,https://www.apic.com.vn,237,4573,APC
UPCOM,Thực phẩm và đồ uống,CT,570,0.0,2025-08-29 00:00:00,2025-08-29 00:00:00,2003.0,899,2.0,14.0,-8.0,-75,Nông sản Quảng Ngãi,https://apfco.com.vn,218,3577,APF
HOSE,Dịch vụ tài chính,CK,8125,94.0,223.6,223.6,2007.0,38,2025-03-02 00:00:00,52.0,-205.0,-497,Chứng khoán APG,http://www.apsi.vn,300,8777,APG
HOSE,Hàng & Dịch vụ Công nghiệp,CT,0,0.28,243.9,243.9,2017.0,4069,2025-06-02 00:00:00,3.0,73.0,-0.15,Tập đoàn An Phát Holdings,https://anphatholdings.vn,184,2723,APH
HNX,Bất động sản,CT,3484,5.0,84.1,84.1,2006.0,130,2025-07-02 00:00:00,-11.0,-59.0,269,Đầu tư Châu Á - Thái Bình Dương,https://apeci.com.vn,336,8633,API
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,117,0.0,2025-02-01 00:00:00,2025-02-01 00:00:00,2004.0,115,,3.0,16.0,505,Cơ khí và Thiết bị áp lực - VVMI,http://apluco.vn,189,2757,APL
UPCOM,Hóa chất,CT,482,5.0,2025-07-04 00:00:00,2025-07-04 00:00:00,2003.0,71,,8.0,-149.0,449,Phụ gia và SP Dầu mỏ,http://app.com.vn,151,1357,APP
HNX,Dịch vụ tài chính,CK,13184,8.0,83.0,83.0,2006.0,41,2025-06-02 00:00:00,3.0,-45.0,-92,CK Châu Á - TBD,https://apec.com.vn,300,8777,APS
UPCOM,Thực phẩm và đồ uống,CT,439,0.0,2025-08-08 00:00:00,2025-08-08 00:00:00,2006.0,274,,3.0,159.0,447,Thủy hải sản Sài Gòn,https://apt.com.vn,217,3573,APT
HNX,Hàng & Dịch vụ Công nghiệp,CT,106,1.0,2025-01-03 00:00:00,2025-01-03 00:00:00,2006.0,84,,103.0,258.0,362,XNK Hàng không,https://www.airimex.vn,198,2797,ARM
UPCOM,Dịch vụ tài chính,CK,12612,7.0,96.9,96.9,2008.0,31,2025-04-02 00:00:00,3.0,16.0,-76,Chứng khoán BOS,https://bos.vn,300,8777,ART
UPCOM,Hàng cá nhân & Gia dụng,CT,444,3.0,10.0,10.0,2007.0,6,,3.0,16.0,-76,Hàng tiêu dùng ASA,http://www.asacorp.com.vn,228,3767,ASA
HOSE,Hàng & Dịch vụ Công nghiệp,CT,558,7.0,90.8,90.8,2010.0,1887,2025-02-02 00:00:00,3.0,5.0,-131,Tập đoàn ASG,https://asg.net.vn,193,2777,ASG
HOSE,Thực phẩm và đồ uống,CT,16005,123.0,370.2,370.2,1997.0,404,2025-09-01 00:00:00,-25.0,-67.0,-236,Tập đoàn Sao Mai,http://saomaigroup.com,217,3573,ASM
HOSE,"Điện, nước & xăng dầu khí đốt",CT,4360,0.49,37.3,37.3,2004.0,1520,2025-02-02 00:00:00,15.0,26.0,-271,Dầu khí An Pha,http://www.anphapetrol.com,275,7573,ASP
HOSE,Bán lẻ,CT,1513,437.0,45.0,45.0,2015.0,1466,2025-05-02 00:00:00,-12.0,1.0,-93,Dịch vụ Hàng không Taseco,https://www.tasecoairs.vn,253,5379,AST
UPCOM,Thực phẩm và đồ uống,CT,0,8.0,12.0,12.0,2007.0,7,,203.0,204.0,-476,NTACO,http://www.ntacocorp.com.vn,217,3573,ATA
UPCOM,Xây dựng và Vật liệu,CT,1088,1.0,2025-09-13 00:00:00,2025-09-13 00:00:00,2004.0,4,,-0.14,0.14,124,Công ty An Thịnh,http://anthinhjsc.com.vn,181,2357,ATB
UPCOM,Tài nguyên Cơ bản,CT,1028,1.0,2025-02-15 00:00:00,2025-02-15 00:00:00,2007.0,13,,0.05,115.0,-0.16,An Trường An,https://atajsc.vn,166,1775,ATG
HNX,Du lịch và Giải trí,CT,161,2.0,2025-05-03 00:00:00,2025-05-03 00:00:00,1998.0,44,,199.0,-42.0,-339,Tập đoàn Đầu tư ATS,http://www.atesco.vn,261,5757,ATS
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,146,0.0,75.1,75.1,2012.0,169,2025-08-02 00:00:00,35.0,43.0,-81,Thủy điện A Vương,http://avuong.com,274,7535,AVC
UPCOM,Thực phẩm và đồ uống,CT,1949,2.0,43.3,43.3,2007.0,697,,3.0,16.0,-76,Thủy sản Việt An,http://www.anvifish.com,217,3573,AVF
OTC,Xây dựng và Vật liệu,CT,0,5.0,5.0,5.0,2004.0,3,,,,,Công ty 482,http://www.congty482.com.vn,181,2357,B82
HNX,Ngân hàng,NH,1440,0.0,895.9,895.9,2011.0,3665,2025-06-02 00:00:00,3.0,-1.0,-117,Ngân hàng Bắc Á,http://www.baca-bank.vn,289,8355,BAB
HOSE,Thực phẩm và đồ uống,CT,3616,24.0,239.0,239.0,2017.0,1194,2025-05-02 00:00:00,0.02,97.0,431,Nông nghiệp BAF Việt Nam,https://baf.vn,217,3573,BAF
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,142,0.0,2.0,2.0,2005.0,26,,-101.0,5.0,-67,Bao bì Balpac,http://www.balpac.com.vn,184,2723,BAL
HNX,Xây dựng và Vật liệu,CT,287,168.0,2025-02-08 00:00:00,2025-02-08 00:00:00,2004.0,43,2025-07-02 00:00:00,0.01,82.0,-34,Công ty Thống Nhất,https://bauxeo.com.vn,181,2357,BAX
HOSE,Thực phẩm và đồ uống,CT,1412,7.0,2025-08-18 00:00:00,2025-08-18 00:00:00,1999.0,1655,2025-09-02 00:00:00,32.0,55.0,-12,Bánh kẹo BIBICA,http://www.bibica.com.vn,218,3577,BBC
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,245,0.0,2.0,2.0,1999.0,130,,-26.0,-329.0,3,Bao bì Hoàng Thạch,http://www.baobihoangthach.vn,184,2723,BBH
UPCOM,Thực phẩm và đồ uống,CT,216,4.0,2.0,2.0,1999.0,113,,291.0,185.0,-372,Bia Hà Nội - Nam Định,http://www.biahanoinamdinh.com,214,3533,BBM
HNX,Hàng & Dịch vụ Công nghiệp,CT,429,5.0,6.0,6.0,2003.0,421,,3.0,26.0,-127,Bao bì Xi măng Bút Sơn,https://butsonpackaging.vn,184,2723,BBS
UPCOM,Hàng cá nhân & Gia dụng,CT,1418,8.0,2025-08-09 00:00:00,2025-08-09 00:00:00,1997.0,240,2025-09-01 00:00:00,7.0,-94.0,441,Bông Bạch Tuyết,https://bongbachtuyet.com.vn,228,3767,BBT
UPCOM,Tài nguyên Cơ bản,CT,855,0.0,19.0,19.0,2004.0,982,,-31.0,-127.0,808,Công ty B.C.H,https://bch.com.vn,159,1757,BCA
UPCOM,Tài nguyên Cơ bản,CT,264,0.0,2025-07-05 00:00:00,2025-07-05 00:00:00,2010.0,406,,3.0,16.0,324,Công ty 397,http://www.congtycophan397.com.vn,160,1771,BCB
HNX,Xây dựng và Vật liệu,CT,0,8.0,123.2,123.2,2006.0,1227,2025-01-02 00:00:00,61.0,2.0,-308,Xi măng Bỉm Sơn,https://ximangbimson.com.vn,180,2353,BCC
HOSE,Xây dựng và Vật liệu,CT,3342,12.0,35.0,35.0,2002.0,131,2025-02-02 00:00:00,79.0,265.0,591,XD và GT Bình Dương,http://www.becamexbce.com.vn,181,2357,BCE
HNX,Thực phẩm và đồ uống,CT,300,0.0,33.9,33.9,2013.0,862,2025-05-02 00:00:00,3.0,16.0,407,Thực phẩm Bích Chi,http://bichchi.com.vn,218,3577,BCF
HOSE,Dịch vụ tài chính,CT,44992,11.0,880.2,880.2,2011.0,2031,2025-09-01 00:00:00,-51.0,-84.0,-303,Bamboo Capital,https://www.bamboocap.com.vn,299,8775,BCG
HOSE,Bất động sản,CT,6292,22.0,1035.0,1035.0,2006.0,3904,2025-03-02 00:00:00,-28.0,0.04,106,Becamex IDC,https://becamex.com.vn,336,8633,BCM
OTC,Xây dựng và Vật liệu,CT,43,0.0,2025-06-05 00:00:00,2025-06-05 00:00:00,2010.0,34,,,,,Xây dựng Bình Phước,http://xaydungbinhphuoc.com.vn,181,2357,BCO
UPCOM,Y tế,CT,380,33.0,6.0,6.0,2005.0,119,,3.0,-3.0,-122,Dược Enlie,https://enlie.vn,238,4577,BCP
UPCOM,Du lịch và Giải trí,CT,104,0.0,2025-08-01 00:00:00,2025-08-01 00:00:00,2008.0,26,,3.0,16.0,-76,Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,http://www.ksbanggiangcaobang.com.vn,259,5753,BCV
HNX,Truyền thông,CT,115,0.0,2025-01-01 00:00:00,2025-01-01 00:00:00,2007.0,32,,3.0,16.0,-0.17,Sách Bình Định,http://www.sachthietbibinhdinh.com.vn,256,5557,BDB
UPCOM,Hàng cá nhân & Gia dụng,CT,1044,14.0,2025-08-24 00:00:00,2025-08-24 00:00:00,2007.0,1848,2025-07-02 00:00:00,-15.0,14.0,0.17,May mặc Bình Dương,https://www.protradegarment.com,226,3763,BDG
UPCOM,Xây dựng và Vật liệu,CT,736,1.0,38.6,38.6,2010.0,473,2.0,9.0,3.0,-537,VLXD Đồng Tháp,http://www.dongthapbmc.vn,180,2353,BDT
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,401,1.0,2025-04-12 00:00:00,2025-04-12 00:00:00,2010.0,359,,11.0,24.0,313,Cấp thoát nước Bình Định,http://binhdinhwaco.com.vn,277,7577,BDW
HNX,Truyền thông,CT,107,0.0,3.0,3.0,2004.0,75,,3.0,16.0,132,Sách Đà Nẵng,http://www.danangbook.com,256,5557,BED
UPCOM,Hàng cá nhân & Gia dụng,CT,202,0.0,6.0,6.0,2004.0,40,,3.0,-384.0,0.84,Điện tử Biên Hoà,http://www.belco.com.vn,223,3743,BEL
HOSE,Hóa chất,CT,1800,13.0,57.2,57.2,2011.0,1185,2025-08-02 00:00:00,31.0,24.0,463,Phân bón Bình Điền,https://binhdien.com,151,1357,BFC
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,283,0.0,2025-01-18 00:00:00,2025-01-18 00:00:00,2005.0,259,2025-05-02 00:00:00,3.0,16.0,-102,Nước sạch Bắc Giang,https://bacgiangwsc.com.vn,277,7577,BGW
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,249,0.0,66.0,66.0,2008.0,48,2025-01-03 00:00:00,21.0,0.04,516,Thủy điện Bắc Hà,https://thuydienbacha.vn,274,7535,BHA
UPCOM,Xây dựng và Vật liệu,CT,467,9.0,2025-05-04 00:00:00,2025-05-04 00:00:00,2001.0,3,,3.0,-34.0,111,Bê tông Biên Hòa,https://bienhoabcc.vn,180,2353,BHC
UPCOM,Thực phẩm và đồ uống,CT,365,0.0,2025-09-08 00:00:00,2025-09-08 00:00:00,2010.0,69,,3.0,16.0,-262,Chè Biển Hồ,http://bienhotea.com.vn,216,3537,BHG
UPCOM,Bảo hiểm,BH,3371,0.75,100.0,100.0,2008.0,1650,2025-04-02 00:00:00,3.0,0.08,-444,Bảo hiểm Sài Gòn - Hà Nội,https://bshc.com.vn,292,8536,BHI
UPCOM,Thực phẩm và đồ uống,CT,320,0.0,4.0,4.0,2004.0,179,,3.0,-89.0,197,Bia Hà Nội - Kim Bài,http://www.hkbeco.vn,214,3533,BHK
HOSE,Thực phẩm và đồ uống,CT,1001,176.0,231.8,231.8,2003.0,515,2025-03-02 00:00:00,3.0,-0.01,-103,HABECO,http://www.habeco.com.vn,214,3533,BHN
UPCOM,Thực phẩm và đồ uống,CT,363,0.0,2025-02-09 00:00:00,2025-02-09 00:00:00,2004.0,213,,3.0,31.0,-49,Bia Hà Nội - Hải Phòng,https://habecohnp.com.vn/,214,3533,BHP
HOSE,Bảo hiểm,BH,1270,456.0,117.3,117.3,1999.0,1353,2025-09-02 00:00:00,31.0,2.0,279,Bảo hiểm BIDV,http://www.bic.vn,292,8536,BIC
HOSE,Ngân hàng,NH,27603,168.0,6897-05-01 00:00:00,5700-04-01 00:00:00,1993.0,29228,2025-06-02 00:00:00,-11.0,44.0,-53,BIDV,https://www.bidv.com.vn,289,8355,BID
UPCOM,Bất động sản,CT,140,0.0,2025-01-15 00:00:00,2025-01-15 00:00:00,2017.0,20,,-28.0,-19.0,-0.32,BIG Invest Group,https://biginvestgroup.vn,339,8637,BIG
UPCOM,Bất động sản,CT,8954,1.0,57.7,57.7,2008.0,12,2025-05-02 00:00:00,3.0,149.0,-76,Đầu tư và Phát triển Công nghiệp Bảo Thư,https://bidico.com.vn,336,8633,BII
UPCOM,Y tế,CT,547,1.0,2025-06-08 00:00:00,2025-06-08 00:00:00,2011.0,59,2025-09-02 00:00:00,3.0,16.0,-232,Vắc xin và Sinh phẩm Nha Trang,https://biopharco2.com.vn,238,4577,BIO
HNX,Tài nguyên Cơ bản,CT,748,1.0,2025-07-11 00:00:00,2025-07-11 00:00:00,2000.0,392,,-37.0,313.0,896,Khoáng sản Bắc Kạn,http://backanco.com,166,1775,BKC
HOSE,Hàng cá nhân & Gia dụng,CT,5380,1.0,71.6,71.6,2015.0,35,2025-02-03 00:00:00,-45.0,-12.0,-336,Đầu tư BKG Việt Nam,https://bkgvietnam.com,221,3726,BKG
OTC,Thực phẩm và đồ uống,CT,165,0.0,2025-08-01 00:00:00,2025-08-01 00:00:00,2015.0,152,,,,,Bánh mứt kẹo Hà Nội,http://banhmutkeohanoi.com.vn,218,3577,BKH
UPCOM,Thực phẩm và đồ uống,CT,0,24.0,2025-05-11 00:00:00,2025-05-11 00:00:00,2006.0,740,,-11.0,2.0,-105,Thủy sản Bạc Liêu,https://www.baclieu-vegetables.vn,217,3573,BLF
UPCOM,Bảo hiểm,BH,1284,0.01,60.0,60.0,2012.0,969,2025-05-02 00:00:00,8.0,-32.0,-184,Bảo hiểm Nhà Rồng,https://baolonginsurance.com.vn,292,8536,BLI
UPCOM,Du lịch và Giải trí,CT,375,0.0,5.0,5.0,2015.0,463,,3.0,16.0,-63,Xe buýt Liên Ninh,https://lienninh.com.vn,262,5759,BLN
UPCOM,Thực phẩm và đồ uống,CT,298,0.0,4.0,4.0,2008.0,51,,-7.0,6.0,197,Lương Thực Bình Định,https://bidifood.vn,218,3577,BLT
OTC,"Điện, nước & xăng dầu khí đốt",CT,117,0.0,2025-02-11 00:00:00,2025-02-11 00:00:00,2015.0,0,,,,,Cấp nước Bạc Liêu,http://www.capnuocbaclieu.com.vn,277,7577,BLW
HOSE,Tài nguyên Cơ bản,CT,0,54.0,2025-04-12 00:00:00,2025-04-12 00:00:00,2001.0,197,2025-06-02 00:00:00,0.05,149.0,204,Khoáng sản Bình Định,http://bimico.vn,166,1775,BMC
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,150,0.0,2025-08-02 00:00:00,2025-08-02 00:00:00,2010.0,412,,3.0,0.14,448,Môi trường và DV Đô thị Bình Thuận,https://moitruongdothibinhthuan.vn,199,2799,BMD
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,103,0.0,2025-08-15 00:00:00,2025-08-15 00:00:00,2004.0,132,,3.0,-6.0,18,VLXD và Chất đốt Đồng Nai,https://chatdotdongnai.com,275,7573,BMF
UPCOM,Hàng cá nhân & Gia dụng,CT,364,192.0,2025-03-05 00:00:00,2025-03-05 00:00:00,1999.0,651,,3.0,16.0,-142,May Bình Minh,http://www.bmig.com.vn,226,3763,BMG
HOSE,Bảo hiểm,BH,0,0.3,132.6,132.6,2004.0,1669,2025-06-02 00:00:00,0.02,2.0,-14,Bảo hiểm Bảo Minh,https://www.baominh.com.vn,292,8536,BMI
UPCOM,Tài nguyên Cơ bản,CT,318,1.0,105.0,105.0,2001.0,86,2025-01-02 00:00:00,-7.0,-67.0,-66,Khoáng sản Miền Đông AHP,http://www.becamexbmj.com.vn,166,1775,BMJ
UPCOM,Xây dựng và Vật liệu,CT,201,0.0,2025-08-02 00:00:00,2025-08-02 00:00:00,2010.0,133,,3.0,-19.0,0.03,Công ty 715,https://congty715.com.vn,181,2357,BMN
HOSE,Xây dựng và Vật liệu,CT,3451,842.0,81.9,81.9,1998.0,1145,2025-07-02 00:00:00,-58.0,26.0,228,Nhựa Bình Minh,http://www.binhminhplastic.com,180,2353,BMP
UPCOM,Dịch vụ tài chính,CK,3233,4.0,71.1,71.1,2008.0,38,2025-06-02 00:00:00,38.0,63.0,43,Chứng khoán Bảo Minh,http://www.bmsc.com.vn,300,8777,BMS
UPCOM,Thực phẩm và đồ uống,CT,0,0.0,2025-02-24 00:00:00,2025-02-24 00:00:00,2015.0,136,2025-09-01 00:00:00,3.0,-128.0,-677,Bột mỳ Vinafood 1,https://www.vnf1flour.com.vn,218,3577,BMV
HNX,Thực phẩm và đồ uống,CT,1975,7.0,31.2,31.2,2012.0,180,2025-03-02 00:00:00,-39.0,-26.0,-85,Tập đoàn Đầu tư Bảo Ngọc,https://banhbaongoc.vn,218,3577,BNA
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,316,0.0,37.5,37.5,2006.0,295,,3.0,16.0,-79,Nước sạch Bắc Ninh,https://nuocsachbacninh.vn,277,7577,BNW
UPCOM,Xây dựng và Vật liệu,CT,3992,2.0,59.2,59.2,2014.0,21,2025-01-02 00:00:00,2.0,-49.0,-295,BOT Cầu Thái Hà,http://www.botcauthaiha.com.vn,181,2357,BOT
HNX,Hàng & Dịch vụ Công nghiệp,CT,0,14.0,2025-08-03 00:00:00,2025-08-03 00:00:00,1999.0,182,2025-09-01 00:00:00,3.0,-34.0,-117,Bao bì Bỉm Sơn,http://www.baobibimson.vn,184,2723,BPC
UPCOM,Thực phẩm và đồ uống,CT,392,0.0,2025-08-05 00:00:00,2025-08-05 00:00:00,2003.0,73,,-26.0,-31.0,-0.16,Bia Hà Nội - Quảng Bình,https://biaquangbinh.com,214,3533,BQB
HOSE,Hóa chất,CT,502,14.0,2025-04-12 00:00:00,2025-04-12 00:00:00,1975.0,205,,31.0,77.0,188,Cao su Bến Thành,https://www.berubco.com.vn,150,1353,BRC
UPCOM,Hóa chất,CT,905,0.0,112.5,112.5,2010.0,1174,2025-09-02 00:00:00,71.0,159.0,-59,Cao su Bà Rịa,http://baruco.com.vn,150,1353,BRR
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,172,0.0,2025-05-04 00:00:00,2025-05-04 00:00:00,2013.0,381,,-22.0,-99.0,-3,Dịch vụ Đô thị Bà Rịa,https://dothibaria.com,199,2799,BRS
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,458,0.0,66.9,66.9,2009.0,60,2025-04-02 00:00:00,-36.0,3.0,0.16,Thủy điện Buôn Đôn,https://thuydienbuondon.vn,274,7535,BSA
HNX,Bất động sản,CT,136,48.0,2025-02-03 00:00:00,2025-02-03 00:00:00,2007.0,13,,3.0,16.0,0.14,Dịch vụ Bến Thành,http://www.btsc.com.vn,336,8633,BSC
UPCOM,Thực phẩm và đồ uống,CT,239,4.0,3.0,3.0,2007.0,134,,3.0,16.0,136,"Bia, rượu Sài Gòn - Đồng Xuân",https://saigondongxuan.com.vn,214,3533,BSD
UPCOM,Du lịch và Giải trí,CT,508,0.0,60.0,60.0,2006.0,875,2025-05-02 00:00:00,3.0,0.05,-85,Xe khách Sài Gòn,https://saigonbus.com.vn,262,5759,BSG
UPCOM,Thực phẩm và đồ uống,CT,120,3.0,18.0,18.0,2007.0,149,3.0,323.0,76.0,19,Bia Sài Gòn - Hà Nội,http://www.sabecohanoi.com.vn,214,3533,BSH
HOSE,Dịch vụ tài chính,CK,5679,409.0,223.1,223.1,2000.0,294,2.0,-5.0,-51.0,-4,Chứng khoán BIDV,http://www.bsc.com.vn,300,8777,BSI
UPCOM,Thực phẩm và đồ uống,CT,240,2.0,45.0,45.0,2006.0,183,3.0,71.0,128.0,131,Bia Sài Gòn - Sông Lam,https://sasobeco.com.vn,214,3533,BSL
UPCOM,Thực phẩm và đồ uống,CT,237,0.0,2025-05-12 00:00:00,2025-05-12 00:00:00,2015.0,117,2025-06-02 00:00:00,-26.0,-12.0,-0.22,Bia Sài Gòn - Phú Thọ,http://www.saigonphutho.com.vn,214,3533,BSP
UPCOM,Thực phẩm và đồ uống,CT,707,0.0,45.0,45.0,2005.0,205,2025-04-02 00:00:00,-7.0,-51.0,103,Bia Sài Gòn - Quảng Ngãi,https://sabecoquangngai.com.vn,214,3533,BSQ
HOSE,Dầu khí,CT,32640,6.0,3100-05-01 00:00:00,3100-05-01 00:00:00,2008.0,1855,2025-09-02 00:00:00,,,,Lọc Hóa dầu Bình Sơn,https://bsr.com.vn,144,533,BSR
HNX,Truyền thông,CT,119,2.0,2025-01-01 00:00:00,2025-01-01 00:00:00,2004.0,34,,-33.0,-13.0,-325,Sách và Thiết bị Bình Thuận,https://www.stbbt.com.vn,256,5557,BST
UPCOM,Hóa chất,CT,274,0.0,2025-07-05 00:00:00,2025-07-05 00:00:00,2006.0,245,,-54.0,-27.0,-38,Bảo vệ thực vật 1 TW,https://psc1.com,151,1357,BT1
UPCOM,Xây dựng và Vật liệu,CT,680,83.0,32.9,33.0,2001.0,142,2025-02-02 00:00:00,3.0,16.0,-76,Bê tông 6,https://www.beton6.com,180,2353,BT6
UPCOM,Thực phẩm và đồ uống,CT,363,0.0,2025-07-07 00:00:00,2025-07-07 00:00:00,2005.0,124,,3.0,54.0,-39,Bia Hà Nội - Thái Bình,http://tbbeco.com.vn,214,3533,BTB
UPCOM,Xây dựng và Vật liệu,CT,322,4.0,2025-04-06 00:00:00,2025-04-06 00:00:00,2004.0,653,,3.0,66.0,-0.05,Bê tông ly tâm Thủ Đức,http://www.betongthuduc.com,180,2353,BTD
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,211,0.0,2025-02-01 00:00:00,2025-02-01 00:00:00,2005.0,60,,3.0,117.0,424,Bao bì Tiền Giang,https://tigipack.com.vn,184,2723,BTG
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,161,0.0,25.0,25.0,2005.0,7,2025-01-03 00:00:00,-36.0,36.0,1201,Biến thế và Vật liệu Điện Hà Nội,https://ctbt.com.vn,187,2737,BTH
UPCOM,Xây dựng và Vật liệu,CT,621,0.0,2025-04-04 00:00:00,2025-05-04 00:00:00,2001.0,20,,0.01,19.0,-324,Gạch Tuy Nen Bình Định,https://www.bitcobinhdinh.com,180,2353,BTN
HOSE,"Điện, nước & xăng dầu khí đốt",CT,1692,86.0,60.5,60.5,2007.0,240,2025-03-02 00:00:00,-0.01,33.0,-214,Nhiệt điện Bà Rịa,https://www.btp.com.vn/,274,7535,BTP
