exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2,Tickers
HOSE,Hàng & Dịch vụ Công nghiệp,CT,1440,8.0,2025-03-31 00:00:00,2025-03-31 00:00:00,2008.0,78,2025-09-01 00:00:00,-28.0,-11.0,1235,TCO Holdings,https://tcoholdings.vn,194,2779,TCO
HOSE,Xây dựng và Vật liệu,CT,3342,483.0,45.4,2025-04-10 00:00:00,1994.0,556,2025-03-02 00:00:00,-19.0,-32.0,-98,Gốm sứ TAICERA,http://www.taicera.com,180,2353,TCR
HOSE,Du lịch và Giải trí,CT,952,107.0,2025-08-12 00:00:00,2025-08-12 00:00:00,2001.0,30,2025-03-02 00:00:00,5.0,144.0,-208,Cáp treo Tây Ninh,http://www.catour.com.vn,262,5759,TCT
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,2135,0.05,20.0,20.0,2010.0,665,3.0,2.0,32.0,112,Kho Vận Tân Cảng,http://tancangwarehousing.com.vn,193,2777,TCW
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,818,1.0,2025-02-08 00:00:00,2025-02-08 00:00:00,2004.0,23,2025-07-02 00:00:00,15.0,34.0,54,Thủy điện Định Bình,https://thuydiendinhbinh.com,274,7535,TDB
HOSE,Bất động sản,CT,5907,11.0,100.0,100.0,2002.0,475,2.0,-41.0,-2.0,58,Becamex TDC,https://www.becamextdc.com.vn,339,8637,TDC
UPCOM,Xây dựng và Vật liệu,CT,530,0.0,30.0,30.0,2013.0,433,2025-04-02 00:00:00,3.0,33.0,-307,Xây dựng Trung Đô,https://trungdo.vn,180,2353,TDF
HOSE,"Điện, nước & xăng dầu khí đốt",CT,2976,0.0,2025-02-23 00:00:00,2025-02-23 00:00:00,2005.0,14,,6.0,2.0,88,Đầu tư TDG Global,http://www.thaiduongpetrol.vn,275,7573,TDG
HOSE,Bất động sản,CT,5941,14.0,112.7,112.7,1990.0,37,2025-04-02 00:00:00,-61.0,186.0,-512,Thủ Đức House,http://www.thuduchouse.vn,336,8633,TDH
OTC,Xây dựng và Vật liệu,CT,107,0.0,3.0,3.0,2009.0,99,,,,,Tập đoàn TDI,https://tdigroup.vn,181,2357,TDI
HOSE,"Điện, nước & xăng dầu khí đốt",CT,890,31.0,110.0,110.0,2013.0,24,3.0,23.0,32.0,214,Nước Thủ Dầu Một,http://www.tdmwater.vn,277,7577,TDM
NgungGiaoDich,Tài nguyên Cơ bản,CT,3101,2.0,2025-04-29 00:00:00,2025-04-29 00:00:00,2001.0,1873,2025-08-01 00:00:00,,,,Than Đèo Nai,http://deonai.com.vn,160,1771,TDN
HOSE,Hàng & Dịch vụ Công nghiệp,CT,453,1.0,88.2,88.2,2007.0,1183,2025-02-02 00:00:00,47.0,34.0,267,Công ty Thuận Đức,https://thuanducjsc.vn,184,2723,TDP
UPCOM,Tài nguyên Cơ bản,CT,511,3.0,2025-02-12 00:00:00,2025-02-12 00:00:00,1960.0,386,,28.0,-82.0,242,Thép Thủ Đức,https://thepthuduc.com.vn,159,1757,TDS
HNX,Hàng cá nhân & Gia dụng,CT,1850,1.0,2025-09-23 00:00:00,2025-09-23 00:00:00,2011.0,1740,,-11.0,0.06,-0.09,Đầu tư và Phát triển TDT,http://www.tdtgroup.vn,226,3763,TDT
HOSE,"Điện, nước & xăng dầu khí đốt",CT,192,0.03,2025-05-08 00:00:00,2025-05-08 00:00:00,1991.0,449,2025-05-02 00:00:00,3.0,0.04,88,Cấp nước Thủ Đức,https://www.capnuocthuduc.vn/,277,7577,TDW
UPCOM,Xây dựng và Vật liệu,CT,204,353.0,2025-05-12 00:00:00,2025-05-12 00:00:00,2010.0,1123,2025-07-02 00:00:00,68.0,134.0,415,Thiết kế GTVT,https://tedi.vn,181,2357,TED
HOSE,Bất động sản,CT,1897,52.0,120.8,120.8,2011.0,66,2.0,-32.0,-156.0,-415,TECGROUP,https://www.tegroup.com.vn,336,8633,TEG
UPCOM,Xây dựng và Vật liệu,CT,264,1.0,5.0,5.0,2006.0,42,,71.0,69.0,17,Phát triển Công trình Viễn thông,http://www.telcom.vn,181,2357,TEL
HNX,Hàng cá nhân & Gia dụng,CT,0,0.0,2025-07-05 00:00:00,2025-07-05 00:00:00,2005.0,70,,3.0,3.0,7,May mặc Miền Bắc,http://www.textaco.vn,226,3763,TET
HNX,Thực phẩm và đồ uống,CT,312,0.32,2025-08-16 00:00:00,2025-08-16 00:00:00,2004.0,455,2025-06-02 00:00:00,9.0,-4.0,5251,CTCP Trang,https://www.trangcorporation.vn,218,3577,TFC
UPCOM,Xây dựng và Vật liệu,CT,0,1.0,2025-03-27 00:00:00,2025-03-27 00:00:00,2012.0,15,2025-05-02 00:00:00,3.0,16.0,-76,The Golden Group,https://thegoldengroup.vn,181,2357,TGG
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,429,0.0,2025-07-11 00:00:00,2025-07-11 00:00:00,2005.0,73,,103.0,65.0,-51,Cáp Trường Phú,https://truongphucable.vn,186,2733,TGP
UPCOM,Bán lẻ,CT,0,0.0,2025-05-13 00:00:00,2025-05-13 00:00:00,2006.0,36,,3.0,15.0,66,XNK Tổng hợp 1,https://ge1.com.vn,248,5337,TH1
HNX,Thực phẩm và đồ uống,CT,518,62.0,2025-04-11 00:00:00,2025-04-11 00:00:00,2004.0,460,,3.0,16.0,-128,Bia Hà Nội - Thanh Hóa,http://biathanhhoa.com.vn,214,3533,THB
HNX,Bất động sản,CT,688,2.0,385.0,385.0,2011.0,48,2025-01-02 00:00:00,0.0,13.0,-65,Công ty Thaiholdings,https://thaiholdings.com.vn,339,8637,THD
HOSE,Xây dựng và Vật liệu,CT,1351,36.0,2025-09-25 00:00:00,2025-09-25 00:00:00,2003.0,666,2025-07-02 00:00:00,-4.0,94.0,428,XD Tiền Giang,http://ticco.com.vn,181,2357,THG
UPCOM,Hàng cá nhân & Gia dụng,CT,117,0.0,2025-02-12 00:00:00,2025-02-12 00:00:00,2023.0,368,,15.0,-173.0,-569,Tứ Hải Hà Nam,https://tuhaijsc.vn,226,3763,THM
